row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND(Phân loại lại),numeric__2024Triệu VND,numeric__2023Triệu VND(Phân loại lại)
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,33.531.827,35.458.437,33531827.0,35458437.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(16.542.593),(17.752.535),-16542593.0,-17752535.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,1.574.608,2.019.315,1574608.0,2019315.0
Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại hối và chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại hối và chứng khoán,Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại hối và chứng khoán,782.521,665.975,782521.0,665975.0
Thu nhập khác nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác nhận được,Thu nhập khác nhận được,46.911,93.387,46911.0,93387.0
"Tiền thu các khoản nợ đã được xử lý, bù đáp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý, bù đáp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý, bù đáp bằng nguồn dự phòng rủi ro",1.247.253,692.749,1247253.0,692749.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(7.082.127),(6.136.923),-7082127.0,-6136923.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(1.944.465),(2.318.556),-1944465.0,-2318556.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,11.613.935,12.721.849,11613935.0,12721849.0
