row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,106.755,690.197,79.712,127.745,111.183,1.115.592,106755.0,690197.0,79712.0,127745.0,111183.0,1115592.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,3.999,96.913,18.018,21.492,2.981,143.403,3999.0,96913.0,18018.0,21492.0,2981.0,143403.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(2.002),(1.619),-,(761),(5.476),(9.858),-2002.0,-1619.0,,-761.0,-5476.0,-9858.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,108.752,785.491,97.730,148.476,108.688,1.249.137,108752.0,785491.0,97730.0,148476.0,108688.0,1249137.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,61.111,376.693,35.545,81.428,96.227,651.004,61111.0,376693.0,35545.0,81428.0,96227.0,651004.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.772,69.210,9.594,23.841,6.894,116.311,6772.0,69210.0,9594.0,23841.0,6894.0,116311.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(1.953),(1.619),-,(727),(5.476),(9.775),-1953.0,-1619.0,,-727.0,-5476.0,-9775.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,65.930,444.284,45.139,104.542,97.645,757.540,65930.0,444284.0,45139.0,104542.0,97645.0,757540.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,45.644,313.504,44.167,46.317,14.956,464.588,45644.0,313504.0,44167.0,46317.0,14956.0,464588.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,42.822,341.207,52.591,43.934,11.043,491.597,42822.0,341207.0,52591.0,43934.0,11043.0,491597.0
