row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2023,1/1/2023,,,,
63,STT > 63,63,Công ty TNHH Chăn nuôi Thái Thụy,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
64,STT > 64,64,Công ty TNHH Chăn nuôi Lạc Thủy,"Chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
65,STT > 65,65,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
66,STT > 66,66,Công ty TNHH Chăn nuôi Sơn Động,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
67,STT > 67,67,Công ty TNHH Chăn nuôi Hòa Phước,Chăn nuôi heo giống và heo thịt.,"99,972%","99,972%",,,0.9997199999999999,0.9997199999999999
68,STT > 68,68,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
69,STT > 69,69,Công ty Cổ phần Thương mại và sản xuất Châu Đức (ii),"Sản xuất gỗ dán, gỗ lạnh, ván ép và ván mòng khác","99,817%",-,,,0.9981699999999999,
70,STT > 70,70,Công ty CP Đầu tư và Dịch vụ Hà Nội,"Hoạt động thể thao, giải trí, tennis, cầu lông, bida, boi, thể dục thể hình, games, bất động sản.","95,197%","95,197%",,,0.95197,0.95197
71,STT > 71,71,Công ty CP Vận tải và Dịch vụ Thương mại Hà Nội,"Vận tải hàng hóa bằng ô tô, vận tải khách liên tỉnh bằng ô tô, sửa chữa máy móc, thiết bị, dịch vụ lữ hành nội địa, đại lý kinh doanh xăng dầu, dịch vụ đại lý vận tải và dịch vụ trồng giữ xe ô tô, văn phòng, kho bãi và bất động sản.","99,826%","99,826%",,,0.9982599999999999,0.9982599999999999
72,STT > 72,72,Northern Territory Iron Ore Pty Ltd (iv),"Thăm dò, khai thác khoáng sản.",-,"99,971%",,,,0.99971
73,STT > 73,73,Công ty CP Phát triển đô thị Mỹ Hảo,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,826%","99,826%",,,0.9982599999999999,0.9982599999999999
74,STT > 74,74,Công ty TNHH Kinh doanh Dịch vụ Bảo vệ Hà Nội,Dịch vụ bảo vệ.,"95,197%","95,197%",,,0.95197,0.95197
