row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2023,1/1/2023,,,,
32,STT > 32,32,Công ty CP Năng lượng Hòa Phát,"Sản xuất và bán buôn than cốc, khai thác và thu gom than cứng; sản xuất sản phẩm dầu mỏ tinh chế; bán buôn kim loại và quặng kim loại; và buôn bán than luyện cốc và than các loại.","99,887%","99,887%",,,0.99887,0.99887
33,STT > 33,33,Công ty CP Hợp kim sắt Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,988%","99,988%",,,0.99988,0.99988
34,STT > 34,34,Công ty CP Ông thép Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,985%","99,985%",,,0.99985,0.99985
35,STT > 35,35,Công ty CP Tôn Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,988%","99,988%",,,0.99988,0.99988
36,STT > 36,36,Hoa Phat Trading International Pte Ltd. (iv),"Kinh doanh thương mại sắt, thép, gang.",-,"99,998%",,,,0.9999800000000001
37,STT > 37,37,Công ty CP Cảng Tổng hợp Hòa Phát,Dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy.,"99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
38,STT > 38,38,Công ty TNHH Harmonia,Dịch vụ khách sạn.,"99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
39,STT > 39,39,Công ty TNHH MTV Hòa Phát Bình Định,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.","99,999%","99,998%",,,0.9999899999999999,0.9999800000000001
40,STT > 40,40,Công ty TNHH Thương mại Dịch vụ Nhơn Trạch,Kho bãi và lưu giữ hàng hóa; bốc xếp hàng hóa.,"99,969%","99,968%",,,0.99969,0.99968
41,STT > 41,41,Dragon Resource Investment Pty Ltd. (iv),"Xuất, nhập khẩu, mua bán, phân phối hàng hóa; hoạt động vận tải, đại lý vận tải.",-,"99,971%",,,,0.99971
42,STT > 42,42,Công ty TNHH Thép Cán người Hòa Phát,Sản xuất sản phẩm thép cán người.,"99,969%","99,969%",,,0.99969,0.99969
43,STT > 43,43,Công ty TNHH MTV Ông thép Hòa Phát Bình Dương,Sản xuất và kinh doanh thương mại ống thép.,"99,969%","99,969%",,,0.99969,0.99969
44,STT > 44,44,Công ty TNHH Ông thép Hòa Phát Đà Nẵng,Sản xuất và kinh doanh thương mại ống thép.,"99,946%","99,946%",,,0.99946,0.99946
45,STT > 45,45,Công ty TNHH MTV Ông thép Hòa Phát Long An,Sản xuất và kinh doanh thương mại ống thép.,"99,969%","99,969%",,,0.99969,0.99969
46,STT > 46,46,Công ty CP Sản phẩm thép Hòa Phát Long An,Sản xuất và kinh doanh thương mại ống thép.,"99,959%","99,959%",,,0.99959,0.99959
47,STT > 47,47,Công ty TNHH Thép dây Hòa Phát,"Sản xuất, kinh doanh các loại máy xây dựng và khai thác mỏ; sản xuất động cơ, tua bin.","99,910%","99,910%",,,0.9991,0.9991
48,STT > 48,48,Công ty TNHH Chế tạo Cơ khí Hòa Phát,"Sửa chữa và sản xuất các sản phẩm cơ khí; dịch vụ cho thuê máy móc, thiết bị, phương tiện.","99,923%","99,864%",,,0.9992300000000001,0.9986400000000001
