row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2023,1/1/2023,,,,
49,STT > 49,49,Công ty TNHH MTV Thép dự ứng lực Hòa Phát,"Sản xuất sắt, thép, gang.","99,910%","99,910%",,,0.9991,0.9991
50,STT > 50,50,Công ty TNHH Phụ kiện Cơ khí Hòa Phát,Sản xuất phụ kiện cơ khí.,"99,910%","99,910%",,,0.9991,0.9991
51,STT > 51,51,Công ty TNHH Phát triển Hạ tầng KCN Hòa Phát Hưng Yên,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước và nhà hàng.","99,936%","99,936%",,,0.99936,0.99936
52,STT > 52,52,Công ty TNHH Quản lý Khai thác Khu công nghiệp Hòa Mạc,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.","99,936%","99,936%",,,0.99936,0.99936
53,STT > 53,53,Công ty CP Golden Gain Việt Nam,Kinh doanh bất động sản.,"99,926%","99,926%",,,0.99926,0.99926
54,STT > 54,54,Công ty CP Xây dựng Long Việt,"Xây dựng công trình dân dụng, công nghiệp.","99,736%","99,736%",,,0.99736,0.99736
55,STT > 55,55,Công ty CP Phát triển Đô thị mới Phú Thọ (ii),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng đi thuê.","64,939%",-,,,0.6493899999999999,
56,STT > 56,56,Công ty TNHH Thức ăn chăn nuôi Hòa Phát Đồng Nai,"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
57,STT > 57,57,Công ty TNHH Thức ăn chăn nuôi Hòa Phát Phú Thọ,Sản xuất thức ăn chăn nuôi.,"99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
58,STT > 58,58,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","72,659%","72,659%",,,0.7265900000000001,0.7265900000000001
59,STT > 59,59,Công ty TNHH Chăn nuôi Việt Hùng,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,916%","99,916%",,,0.9991599999999999,0.9991599999999999
60,STT > 60,60,Công ty TNHH Chăn nuôi Đồng Phát,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,916%","99,916%",,,0.9991599999999999,0.9991599999999999
61,STT > 61,61,Dragon Trading and Investment Pty Ltd. (iv),"Xuất, nhập khẩu, mua bán, phân phối gia súc, gia cầm, sản phẩm nông nghiệp khác, quặng, than, sắt thép.",-,"99,916%",,,,0.9991599999999999
62,STT > 62,62,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,"Chăn nuôi gia cầm, chăn nuôi khác.","99,916%","99,916%",,,0.9991599999999999,0.9991599999999999
