row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2023,1/1/2023,,,,
17,STT > 17,17,Công ty TNHH Thương mại Hòa Phát,"Chăn nuôi trâu, bò; hoạt động dịch vụ trồng trọt, chăn nuôi và sau thu hoạch.","99,916%","99,916%",,,0.9991599999999999,0.9991599999999999
18,STT > 18,18,Công ty CP Phát triển Chăn nuôi Hòa Phát,"Chăn nuôi, cung cấp heo giống, heo thịt.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
19,STT > 19,19,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
20,STT > 20,20,Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi gia cầm.,"99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
21,STT > 21,21,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,"Xây dựng dân dụng; xây dựng công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà, văn phòng; đầu tư và xây đồng bộ hạ tầng kỹ thuật.","99,936%","99,936%",,,0.99936,0.99936
22,STT > 22,22,Công ty CP Phát triển Bất động sản Hòa Phát Sài Gòn,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,867%","99,867%",,,0.9986700000000001,0.9986700000000001
23,STT > 23,23,Công ty CP Phát triển Bất động sản Hòa Phát Hà Nội,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,930%","99,930%",,,0.9993000000000001,0.9993000000000001
24,STT > 24,24,Công ty TNHH Đầu tư phát triển Thành phố mới,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,967%","99,967%",,,0.99967,0.99967
25,STT > 25,25,Công ty CP phát triển đô thị Hòa Phát Yên Mỹ,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, kinh doanh bất động sản.","99,836%","99,867%",,,0.99836,0.9986700000000001
26,STT > 26,26,Công ty CP phát triển hạ tầng khu công nghiệp Đồng Phúc,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,836%","99,867%",,,0.99836,0.9986700000000001
27,STT > 27,27,Công ty CP phát triển đô thị Hòa Phát Bắc Giang (iii),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",-,"99,867%",,,,0.9986700000000001
28,STT > 28,28,Công ty CP Điện máy Gia dụng Hòa Phát Hà Nam,"Đầu tư, sản xuất, kinh doanh các sản phẩm điện máy, gia dụng.","99,800%","99,800%",,,0.998,0.998
29,STT > 29,29,Công ty CP Điện lạnh Hòa Phát Phú Mỹ,"Sản xuất tủ đông, tủ mát.","99,800%","99,800%",,,0.998,0.998
30,STT > 30,30,Công ty TNHH MTV Bình Vàng,"Khai thác quặng sắt, khai thác kim loại khác không chứa sắt, sản xuất kim loại màu và kim loại quý, khai thác quặng kim loại quý hiểm.","99,959%","99,958%",,,0.99959,0.99958
31,STT > 31,31,Công ty CP Khoáng sản Hòa Phát Mitraco,"Khai thác và sản xuất quặng sắt, bô xít và các kim loại quý hiểm; bán buôn kim loại và quặng kim loại.","98,379%","98,379%",,,0.98379,0.98379
