row_label_raw,row_label_full,col_0,Thuê văn phòng và thuê đất,Thuê văn phòng và thuê đất_1,numeric__Thuê văn phòng và thuê đất,numeric__Thuê văn phòng và thuê đất_1
,,,2017VND,2016VND,,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,166.960.962.117,209.349.783.071,166960962117.0,209349783071.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,424.934.364.668,540.541.563.562,424934364668.0,540541563562.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,522.872.880.555,618.231.178.448,522872880555.0,618231178448.0
,,,1.114.768.207.340,1.368.122.525.081,1114768207340.0,1368122525081.0
