row_label_raw,row_label_full,col_0,2017 > Quyền sở hữu và biểu quyết %,2017 > Giá gốc VND,2017 > Giá trị hợp lý VND,2017 > Dự phòng VND,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,numeric__2017 > Quyền sở hữu và biểu quyết %,numeric__2017 > Giá gốc VND,numeric__2017 > Giá trị hợp lý VND,numeric__2017 > Dự phòng VND,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND
Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,"2,31",216.579.320.000,172.985.865.600,(34.944.167.400),"2,75",216.579.320.000,62.440.184.736,(154.139.135.264),2.31,216579320000.0,172985865600.0,-34944167400.0,2.75,216579320000.0,62440184736.0,-154139135264.0
Ngân hàng Thương mại Cổ phần Đông Silver,Ngân hàng Thương mại Cổ phần Đông Silver,Ngân hàng Thương mại Cổ phần Đông Silver,"0,95",136.265.460.000,(*),(136.265.460.000),"0,95",136.265.460.000,9.467.092.000,(126.798.368.000),0.95,136265460000.0,,-136265460000.0,0.95,136265460000.0,9467092000.0,-126798368000.0
Công ty Cổ phần Bao Bi Sabeco Sông Lam,Công ty Cổ phần Bao Bi Sabeco Sông Lam,Công ty Cổ phần Bao Bi Sabeco Sông Lam,"16,6",50.000.000.000,(*),-,"15,33",50.000.000.000,(*),-,16.6,50000000000.0,,,15.33,50000000000.0,,
Công ty PVI Sài Gòn,Công ty PVI Sài Gòn,Công ty PVI Sài Gòn,"0,21",51.475.140.000,15.584.999.400,(35.890.140.600),"0,21",51.475.140.000,12.089.298.600,(39.385.841.400),0.21,51475140000.0,15584999400.0,-35890140600.0,0.21,51475140000.0,12089298600.0,-39385841400.0
,,,,28,,,,,,,,28.0,,,,,,
