row_label_raw,row_label_full,col_0,Tại ngày1.1.2017VND,Trong nằm > TăngVND,Trong nằm > Nợ dài hạnđến hạn trảVND,Trong nằm > GiảmVND,Tại ngày31.12.2017VND,numeric__Tại ngày1.1.2017VND,numeric__Trong nằm > TăngVND,numeric__Trong nằm > Nợ dài hạnđến hạn trảVND,numeric__Trong nằm > GiảmVND,numeric__Tại ngày31.12.2017VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),1.030.103.966.113,3.541.517.218.824,-,(3.851.578.246.277),720.042.938.660,1030103966113.0,3541517218824.0,,-3851578246277.0,720042938660.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,12.205.701.757,-,2.861.043.120,(12.205.701.757),2.861.043.120,12205701757.0,,2861043120.0,-12205701757.0,2861043120.0
,,,1.042.309.667.870,3.541.517.218.824,2.861.043.120,(3.863.783.948.034),722.903.981.780,1042309667870.0,3541517218824.0,2861043120.0,-3863783948034.0,722903981780.0
