row_label_raw,row_label_full,col_0,2017 > Giá gốc VND,2017 > Dự phòng VND,2017 > Giá trị ghi sổ VND,2016 > Giá gốc VND,2016 > Dự phòng VND,2016 > Giá trị ghi sổ VND,numeric__2017 > Giá gốc VND,numeric__2017 > Dự phòng VND,numeric__2017 > Giá trị ghi sổ VND,numeric__2016 > Giá gốc VND,numeric__2016 > Dự phòng VND,numeric__2016 > Giá trị ghi sổ VND
"Đầu tư vào công ty liên doanh, liên kết (i)","Đầu tư vào công ty liên doanh, liên kết (i)","Đầu tư vào công ty liên doanh, liên kết (i)",1.747.121.088.747,(19.988.792.554),1.727.132.296.193,1.602.030.153.562,-,1.602.030.153.562,1747121088747.0,-19988792554.0,1727132296193.0,1602030153562.0,,1602030153562.0
Đầu tư góp vốn vào đơn vị khác (ii),Đầu tư góp vốn vào đơn vị khác (ii),Đầu tư góp vốn vào đơn vị khác (ii),736.652.914.597,(332.326.266.564),404.326.648.033,763.251.332.167,(426.640.604.979),336.610.727.188,736652914597.0,-332326266564.0,404326648033.0,763251332167.0,-426640604979.0,336610727188.0
,,,2.483.774.003.344,(352.315.059.118),2.131.458.944.226,2.365.281.485.729,(426.640.604.979),1.938.640.880.750,2483774003344.0,-352315059118.0,2131458944226.0,2365281485729.0,-426640604979.0,1938640880750.0
