row_label_raw,row_label_full,Phải thu góp vốn bằng quyền sử dụng đất từ bên liên quan (Thuyết minh 41(b)),2017 > Giá trị VND > 277.230.733.543,2017 > Dự phòng VND > -,2016 > Giá trị VND(Trình bày lại – Thuyết minh 40) > 277.230.733.543,2016 > Dự phòng VND > -,numeric__2017 > Giá trị VND > 277.230.733.543,numeric__2017 > Dự phòng VND > -,numeric__2016 > Giá trị VND(Trình bày lại – Thuyết minh 40) > 277.230.733.543,numeric__2016 > Dự phòng VND > -
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,137.325.695.453,-,48.097.432.891,-,137325695453.0,,48097432891.0,
Cổ tức và lợi nhuận được chia từ bên liên quan (Thuyết minh 41(b)),Cổ tức và lợi nhuận được chia từ bên liên quan (Thuyết minh 41(b)),Cổ tức và lợi nhuận được chia từ bên liên quan (Thuyết minh 41(b)),4.184.381.836,-,487.062.575,-,4184381836.0,,487062575.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.155.971.763,-,11.388.182.334,-,2155971763.0,,11388182334.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,5.353.747.361,(122.374.582),8.030.727.986,(122.374.582),5353747361.0,-122374582.0,8030727986.0,-122374582.0
Lãi từ trái phiếu và cho vay,Lãi từ trái phiếu và cho vay,Lãi từ trái phiếu và cho vay,11.088.955.594,(11.088.955.594),11.088.955.594,(11.088.955.594),11088955594.0,-11088955594.0,11088955594.0,-11088955594.0
Phải thu khác từ các bên liên quan (Thuyết minh 41(b)),Phải thu khác từ các bên liên quan (Thuyết minh 41(b)),Phải thu khác từ các bên liên quan (Thuyết minh 41(b)),1.781.508.224,-,13.632.314.182,-,1781508224.0,,13632314182.0,
Phải thu khác,Phải thu khác,Phải thu khác,29.618.417.201,(12.254.776.992),32.199.622.133,(12.615.808.074),29618417201.0,-12254776992.0,32199622133.0,-12615808074.0
,,,468.739.410.975,(23.466.107.168),402.155.031.238,(23.827.138.250),468739410975.0,-23466107168.0,402155031238.0,-23827138250.0
