row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
viii),viii),viii),"Nguyên giá TSCĐ hữu hình, bất động sản đầu tư cho các công ty liên kết thuê",,,,,
viii),viii) > viii),viii),Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,63.606.926.486,63.606.926.486,,63606926486.0,63606926486.0
viii),viii) > viii),viii),Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,61.026.543.585,61.026.543.585,,61026543585.0,61026543585.0
viii),viii) > viii),viii),,124.633.470.071,124.633.470.071,,124633470071.0,124633470071.0
ix),ix),ix),Góp vốn bằng tiền,,,,,
ix),ix),ix),Công ty liên kết,,,,,
ix),ix) > ix),ix),Công ty Cổ phần Bia Sài Gòn - Bến Tre,20.000.000.000,,,20000000000.0,
ix),ix) > ix),ix),Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,20.000.000.000,,,20000000000.0,
ix),ix) > ix),ix),Công ty Cổ phần Bia Sài Gòn - Kiên Giang,-,3.000.000.000,,,3000000000.0
ix),ix) > ix),ix),,40.000.000.000,3.000.000.000,,40000000000.0,3000000000.0
x),x),x),Các khoản chi cho nhân sự chủ chốt,,,,,
x),x) > x),x),Lương và các quyền lợi gộp khác,16.441.814.751,10.811.235.903,,16441814751.0,10811235903.0
(b),(b),(b),Số dư cuối năm với các bên liên quan,,,,,
(b),(b),(b),,2017VND,2016VND,,,
Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Công ty Cổ phần Lương thực - Thực phẩm Trường Sa,Công ty liên kết > Công ty Cổ phần Lương thực - Thực phẩm Trường Sa,Công ty Cổ phần Lương thực - Thực phẩm Trường Sa,Công ty Cổ phần Lương thực - Thực phẩm Trường Sa,2.319.240.000,-,,2319240000.0,
Công ty Cổ phần Bia Sài Gòn - Phú Lý,Công ty liên kết > Công ty Cổ phần Bia Sài Gòn - Phú Lý,Công ty Cổ phần Bia Sài Gòn - Phú Lý,Công ty Cổ phần Bia Sài Gòn - Phú Lý,13.417.740.094,41.023.814.802,,13417740094.0,41023814802.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty liên kết > Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,5.648.817.406,36.840.775.892,,5648817406.0,36840775892.0
