row_label_raw,row_label_full,260,Tài sản dài hạn khác,895.665.332.145,(8.144.087.115),22.020.002,887.543.265.032,numeric__Tài sản dài hạn khác,numeric__895.665.332.145,numeric__(8.144.087.115),numeric__22.020.002,numeric__887.543.265.032
262,262,262,Tài sản thuế thu nhập hoãn lại,121.282.629.367,-,22.020.002,121.304.649.369,,121282629367.0,,22020002.0,121304649369.0
263,263,263,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",18.027.097.333,(8.144.087.115),-,9.883.010.218,,18027097333.0,-8144087115.0,,9883010218.0
270,270,270,TỔNG CỘNG TÀI SẢN,19.192.865.179.330,-,1.882.530.172,19.194.747.709.502,,19192865179330.0,,1882530172.0,19194747709502.0
300,300,300,NỘ PHẢI TRẢ,6.759.685.108.734,-,139.127.829.096,6.898.812.937.830,,6759685108734.0,,139127829096.0,6898812937830.0
310,310,310,Nợ ngắn hạn,6.473.888.596.700,-,139.127.829.096,6.613.016.425.796,,6473888596700.0,,139127829096.0,6613016425796.0
311,311,311,Phải trả người bán ngắn hạn,1.876.185.779.562,144.057.086.869,(4.080.822.854),2.016.162.043.577,,1876185779562.0,144057086869.0,-4080822854.0,2016162043577.0
313,313,313,Thuế và các khoản phải nộp Ngân sách Nhà nước (*),803.768.788.712,-,167.365.795.211,971.134.583.923,,803768788712.0,,167365795211.0,971134583923.0
314,314,314,Phải trả người lao động,265.148.741.919,-,(340.742.718),264.807.999.201,,265148741919.0,,-340742718.0,264807999201.0
315,315,315,Chi phí phải trả ngắn hạn,375.961.711.691,(144.057.086.869),(5.326.787.439),226.577.837.383,,375961711691.0,-144057086869.0,-5326787439.0,226577837383.0
319,319,319,Phải trả ngắn hạn khác,1.288.893.414.226,-,(18.489.613.104),1.270.403.801.122,,1288893414226.0,,-18489613104.0,1270403801122.0
400,400,400,VỐN CHỦ SỞ HỮU,12.433.180.070.596,-,(137.245.298.924),12.295.934.771.672,,12433180070596.0,,-137245298924.0,12295934771672.0
410,410,410,Vốn chủ sở hữu,12.433.142.670.596,-,(137.245.298.924),12.295.897.371.672,,12433142670596.0,,-137245298924.0,12295897371672.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",3.852.925.251.055,-,(139.198.509.918),3.713.726.741.137,,3852925251055.0,,-139198509918.0,3713726741137.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,2.229.887.250.407,(593.029.168.372),-,1.636.858.082.035,,2229887250407.0,-593029168372.0,,1636858082035.0
421b,421b,421b,- LNST chưa phân phối năm nay,1.623.038.000.648,593.029.168.372,(139.198.509.918),2.076.868.659.102,,1623038000648.0,593029168372.0,-139198509918.0,2076868659102.0
429,429,429,Lợi ích cổ đông không kiểm soát,1.046.201.260.887,-,1.953.210.994,1.048.154.471.881,,1046201260887.0,,1953210994.0,1048154471881.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,19.192.865.179.330,-,1.882.530.172,19.194.747.709.502,,19192865179330.0,,1882530172.0,19194747709502.0
