row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
i),i),i),Doanh thu bán nguyên vật liệu,Doanh thu bán nguyên vật liệu,Doanh thu bán nguyên vật liệu,,,
,,,Công ty liên kết,,,,,
,,,Công ty Cố phần Bia Sài Gòn - Phủ Lý,371.340.153.370,378.279.534.950,,371340153370.0,378279534950.0
,,,Công ty Cố phần Bia Sài Gòn - Phú Thọ,352.585.150.375,140.229.677.833,,352585150375.0,140229677833.0
,,,Công ty Cố phần Bia - Nước Giải khát Sài Gòn - Tây Đỏ,297.944.729.394,285.023.319.714,,297944729394.0,285023319714.0
,,,Công ty TNHH Thủy Tinh Malaya Việt Nam,107.079.000,-,,107079000.0,
,,,Công ty TNHH Bao bì Samiguel Phú Thọ,1.287.936.000,298.144.919.288,,1287936000.0,298144919288.0
,,,Công ty Cố phần Bia Sài Gòn - Bình Tây,612.064.805.592,661.577.735.653,,612064805592.0,661577735653.0
,,,Công ty Cố phần Bia Sài Gòn - Miền Trung,410.463.186.342,111.863.060.890,,410463186342.0,111863060890.0
,,,Công ty Cố phần Bia Sài Gòn - Bạc Liêu,101.472.242.985,107.968.370.275,,101472242985.0,107968370275.0
,,,Công ty Cố phần Bia Sài Gòn - Ninh Thuận,401.579.818.523,417.305.672.478,,401579818523.0,417305672478.0
,,,Công ty Cố phần Bia Sài Gòn - Vĩnh Long,270.582.272.060,265.027.999.771,,270582272060.0,265027999771.0
,,,Công ty Cố phần Bia Sài Gòn - Kiên Giang,393.321.044.804,155.416.871.305,,393321044804.0,155416871305.0
,,,Công ty Cố phần Bia Sài Gòn - Khánh Hòa,408.627.837.332,-,,408627837332.0,
,,,Bên liên quan khác,,,,,
,,,Công ty Cố phần Vận tải và Giao nhận Bia Sài gòn,4.168.790,-,,4168790.0,
,,,,3.621.380.424.567,2.680.859.321.671,,3621380424567.0,2680859321671.0
ii),ii),ii),Doanh thu khác,Doanh thu khác,Doanh thu khác,,,
,,,Công ty liên kết,,,,,
,,,Công ty Cố phần Bia Sài Gòn - Miền Trung,17.167.999,-,,17167999.0,
,,,Công ty Cố phần Bia Sài Gòn - Kiên Giang,15.000.000,-,,15000000.0,
,,,Bên liên quan khác,,,,,
,,,Công ty Cố phần Vận tải và Giao nhận Bia Sài gòn,-,100.617.176,,,100617176.0
,,,,32.167.999,100.617.176,,32167999.0,100617176.0
iii),iii),iii),Doanh thu bán rượu,Doanh thu bán rượu,Doanh thu bán rượu,,,
,,,Công ty liên kết,,,,,
,,,Công ty Cố phần Bia Sài Gòn - Bình Tây,13.081.553.660,-,,13081553660.0,
iv),iv),iv),Doanh thu khác,Doanh thu khác,Doanh thu khác,,,
,,,Công ty liên kết,,,,,
,,,Công ty Cố phần Bia Sài Gòn - Phủ Lý,147.112.500,-,,147112500.0,
,,,Công ty Cố phần Bia Sài Gòn - Phú Thọ,203.825.000,-,,203825000.0,
,,,Công ty Cố phần Bia - Nước Giải khát Sài Gòn - Tây Đỏ,864.512.510,-,,864512510.0,
,,,Công ty Cố phần Bia Sài Gòn - Bình Tây,2.388.979.176,-,,2388979176.0,
,,,Công ty Cố phần Bia Sài Gòn - Miền Trung,2.632.422.269,-,,2632422269.0,
,,,Công ty Cố phần Bia Sài Gòn - Bạc Liêu,3.468.279.757,-,,3468279757.0,
,,,Công ty Cố phần Bia Sài Gòn - Vĩnh Long,4.656.215.908,1.600.858.098,,4656215908.0,1600858098.0
,,,Công ty Cố phần Bia Sài Gòn - Kiên Giang,1.622.951.580,-,,1622951580.0,
,,,Công ty Cố phần Bia Sài Gòn - Khánh Hòa,200.000.000,-,,200000000.0,
,,,,16.184.298.700,1.600.858.098,,16184298700.0,1600858098.0
