row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND(Trình bày lại – Thuyết minh 44),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND(Trình bày lại – Thuyết minh 44)
100,100,100,TÀI SẢN NGĂN HẠN,,13.686.327.476.651,10.722.470.187.475,,,13686327476651.0,10722470187475.0
110,110,110,Tiền và các khoản tương đương tiền,3,4.268.598.818.042,3.444.825.444.503,,3.0,4268598818042.0,3444825444503.0
111,111,111,Tiền,,1.631.824.576.797,1.067.588.147.827,,,1631824576797.0,1067588147827.0
112,112,112,Các khoản tương đương tiền,,2.636.774.241.245,2.377.237.296.676,,,2636774241245.0,2377237296676.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,6.558.801.231.269,3.174.321.174.216,,,6558801231269.0,3174321174216.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),6.558.801.231.269,3.174.321.174.216,,,6558801231269.0,3174321174216.0
130,130,130,Các khoản phải thu ngắn hạn,,715.326.353.415,1.090.484.124.645,,,715326353415.0,1090484124645.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,171.320.969.298,551.218.730.609,,5.0,171320969298.0,551218730609.0
132,132,132,Trả trước cho người bán ngắn hạn,6,108.549.780.497,166.784.656.218,,6.0,108549780497.0,166784656218.0
136,136,136,Phải thu ngắn hạn khác,7(a),468.739.410.975,402.155.031.238,,,468739410975.0,402155031238.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8(a),(53.455.692.637),(49.846.178.702),,,-53455692637.0,-49846178702.0
139,139,139,Tài sản thiếu chờ xử lý,9,20.171.885.282,20.171.885.282,,9.0,20171885282.0,20171885282.0
140,140,140,Hàng tồn kho,10(a),2.003.535.067.335,2.134.361.489.832,,,2003535067335.0,2134361489832.0
141,141,141,Hàng tồn kho,,2.116.546.352.025,2.171.045.269.254,,,2116546352025.0,2171045269254.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(113.011.284.690),(36.683.779.422),,,-113011284690.0,-36683779422.0
150,150,150,Tài sản ngắn hạn khác,,140.066.006.590,878.477.954.279,,,140066006590.0,878477954279.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),24.912.851.252,67.695.049.694,,,24912851252.0,67695049694.0
152,152,152,Thuế GTGT được khấu trừ,19,112.192.286.560,133.125.768.230,,19.0,112192286560.0,133125768230.0
153,153,153,Thuế và các khoản khác phải thu Ngân sách Nhà nước,"12, 19",2.960.868.778,677.657.136.355,,,2960868778.0,677657136355.0
