row_label_raw,row_label_full,col_0,2017,2017_1,2017_2,numeric__2017,numeric__2017_1,numeric__2017_2
,,,Trong nước VND,Xuất khẩu VND,Tổng cộng VND,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,33.634.836.924.083,558.553.630.156,34.193.390.554.239,33634836924083.0,558553630156.0,34193390554239.0
Giá vốn,Giá vốn,Giá vốn,(24.846.676.327.152),(481.196.162.511),(25.327.872.489.662),-24846676327152.0,-481196162511.0,-25327872489662.0
,,,8.788.160.596.932,77.357.467.645,8.865.518.064.577,8788160596932.0,77357467645.0,8865518064577.0
,,,2016,2016,2016,2016.0,2016.0,2016.0
,,,Trong nước VND,Xuất khẩu VND,Tổng cộng VND,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,30.207.363.153.015,259.330.583.828,30.466.693.736.843,30207363153015.0,259330583828.0,30466693736843.0
Giá vốn,Giá vốn,Giá vốn,(22.083.206.206.432),(216.448.403.223),(22.299.654.609.655),-22083206206432.0,-216448403223.0,-22299654609655.0
,,,8.124.156.946.583,42.882.180.605,8.167.039.127.188,8124156946583.0,42882180605.0,8167039127188.0
