row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm (Đã trình bày lại - Thuyết minh số 33),numeric__Số cuối năm,numeric__VND Số đầu năm (Đã trình bày lại - Thuyết minh số 33)
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.374.628.430.111,2.114.450.519.481,2374628430111.0,2114450519481.0
Vay ngắn hạn ngân hàng (Thuyết minh số 18.1),Vay ngắn hạn ngân hàng (Thuyết minh số 18.1),Vay ngắn hạn ngân hàng (Thuyết minh số 18.1),1.543.889.304.072,1.359.818.352.344,1543889304072.0,1359818352344.0
Vay dài hạn ngân hàng đến hạn trả (Thuyết minh số 18.2),Vay dài hạn ngân hàng đến hạn trả (Thuyết minh số 18.2),Vay dài hạn ngân hàng đến hạn trả (Thuyết minh số 18.2),830.739.126.039,754.632.167.137,830739126039.0,754632167137.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,807.534.679.021,1.715.357.185.936,807534679021.0,1715357185936.0
Vay dài hạn ngân hàng (Thuyết minh số 18.2),Vay dài hạn ngân hàng (Thuyết minh số 18.2),Vay dài hạn ngân hàng (Thuyết minh số 18.2),807.534.679.021,1.697.788.612.329,807534679021.0,1697788612329.0
Vay dài hạn bên liên quan,Vay dài hạn bên liên quan,Vay dài hạn bên liên quan,-,17.568.573.607,,17568573607.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.182.163.109.132,3.829.807.705.417,3182163109132.0,3829807705417.0
