row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Đã trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Đã trình bày lại - Thuyết minh số 33)
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",5.308.040.471.236,4.957.052.128.112,5308040471236.0,4957052128112.0
Chi phí dịch vụ mua ngoài và chi phí khác,Chi phí dịch vụ mua ngoài và chi phí khác,Chi phí dịch vụ mua ngoài và chi phí khác,1.079.783.798.584,932.823.894.560,1079783798584.0,932823894560.0
Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,708.276.208.957,728.158.703.334,708276208957.0,728158703334.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,595.680.935.451,571.840.434.363,595680935451.0,571840434363.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,7.691.781.414.228,7.189.875.160.369,7691781414228.0,7189875160369.0
