row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Đã trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Đã trình bày lại - Thuyết minh số 33)
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,190.059.148.853,181.395.737.574,190059148853.0,181395737574.0
Thu nhập thuế thu nhập hoãn lại,Thu nhập thuế thu nhập hoãn lại,Thu nhập thuế thu nhập hoãn lại,(2.711.346.024),(2.682.366.992),-2711346024.0,-2682366992.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,187.347.802.829,178.713.370.582,187347802829.0,178713370582.0
