row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Đã trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Đã trình bày lại - Thuyết minh số 33)
"Giá vốn của xi măng, clinker","Giá vốn của xi măng, clinker","Giá vốn của xi măng, clinker",7.260.869.145.479,6.954.435.030.083,7260869145479.0,6954435030083.0
"Giá vốn của vữa xi măng xây dựng,gạch các loại, cát, vật liệu phụ và các dịch vụ","Giá vốn của vữa xi măng xây dựng,gạch các loại, cát, vật liệu phụ và các dịch vụ","Giá vốn của vữa xi măng xây dựng,gạch các loại, cát, vật liệu phụ và các dịch vụ",16.682.080.252,20.282.233.452,16682080252.0,20282233452.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.277.551.225.731,6.974.717.263.535,7277551225731.0,6974717263535.0
