row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Đã trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Đã trình bày lại - Thuyết minh số 33)
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,159.933.838.538,140.516.313.734,159933838538.0,140516313734.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,72.055.166.902,66.918.647.383,72055166902.0,66918647383.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,47.612.255.648,40.118.053.088,47612255648.0,40118053088.0
Khác,Khác,Khác,40.266.415.988,33.479.613.263,40266415988.0,33479613263.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,214.737.139.683,187.952.951.502,214737139683.0,187952951502.0
Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,81.107.401.075,71.070.741.928,81107401075.0,71070741928.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,71.850.008.376,68.982.237.271,71850008376.0,68982237271.0
Khác,Khác,Khác,61.779.730.232,47.899.972.303,61779730232.0,47899972303.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,374.670.978.221,328.469.265.236,374670978221.0,328469265236.0
