row_label_raw,row_label_full,TỔNG TÀI SẢN,270,10.631.048.915.783,3.602.071.788,10.634.650.987.571,numeric__270,numeric__10.631.048.915.783,numeric__3.602.071.788,numeric__10.634.650.987.571
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,1.108.485.657.395,(336.375.308),1.108.149.282.087,311.0,1108485657395.0,-336375308.0,1108149282087.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,87.881.036.943,36.111.618.538,123.992.655.481,313.0,87881036943.0,36111618538.0,123992655481.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,20.032.824.200,(3.646.733.000),16.386.091.200,319.0,20032824200.0,-3646733000.0,16386091200.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,320,2.119.845.367.608,(5.394.848.127),2.114.450.519.481,320.0,2119845367608.0,-5394848127.0,2114450519481.0
Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,11.739.951.455,(11.739.951.455),-,321.0,11739951455.0,-11739951455.0,
Vay dài hạn,Vay dài hạn,Vay dài hạn,338,1.719.005.139.465,(3.647.953.529),1.715.357.185.936,338.0,1719005139465.0,-3647953529.0,1715357185936.0
Lợi nhuận sau thuế chưa phân phối năm nay,Lợi nhuận sau thuế chưa phân phối năm nay,Lợi nhuận sau thuế chưa phân phối năm nay,421b,641.396.790.128,(7.743.685.331),633.653.104.797,,641396790128.0,-7743685331.0,633653104797.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,10.631.048.915.783,3.602.071.788,10.634.650.987.571,440.0,10631048915783.0,3602071788.0,10634650987571.0
