row_label_raw,row_label_full,Phải thu ngắn hạn khác,136,79.334.308.786,1.740.191.750,81.074.500.536,numeric__136,numeric__79.334.308.786,numeric__1.740.191.750,numeric__81.074.500.536
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,(1.023.695.896),1.023.695.896,-,137.0,-1023695896.0,1023695896.0,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,684.701.032.516,2.586.716.559,687.287.749.075,141.0,684701032516.0,2586716559.0,687287749075.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,7.375.898.926.627,(1.327.119.551),7.374.571.807.076,221.0,7375898926627.0,-1327119551.0,7374571807076.0
Nguyễn giá,Nguyễn giá,Nguyễn giá,222,13.534.697.775.872,(2.212.033.774),13.532.485.742.098,222.0,13534697775872.0,-2212033774.0,13532485742098.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,(6.158.798.849.245),884.914.223,(6.157.913.935.022),223.0,-6158798849245.0,884914223.0,-6157913935022.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,88.980.304.016,(421.412.866),88.558.891.150,261.0,88980304016.0,-421412866.0,88558891150.0
