row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Đã trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Đã trình bày lại - Thuyết minh số 33)
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,927.957.513.964,812.410.568.177,927957513964.0,812410568177.0
Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất áp dụng cho Nhóm Công ty,185.591.502.793,162.482.113.635,185591502793.0,162482113635.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,3.993.371.084,11.696.707.528,3993371084.0,11696707528.0
Thu nhập cổ tức,Các khoản điều chỉnh: > Thu nhập cổ tức,Thu nhập cổ tức,(462.000.240),(499.801.440),-462000240.0,-499801440.0
Chi phí khấu hao của tài sản không sử dụng,Các khoản điều chỉnh: > Chi phí khấu hao của tài sản không sử dụng,Chi phí khấu hao của tài sản không sử dụng,(1.824.156.740),3.425.371.127,-1824156740.0,3425371127.0
Khác,Các khoản điều chỉnh: > Khác,Khác,49.085.932,1.608.979.732,49085932.0,1608979732.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,187.347.802.829,178.713.370.582,187347802829.0,178713370582.0
