row_label_raw,row_label_full,col_0,1/1/2020Giá trị ghi số và số có khả năng trả nợNghìn VND,Biến động trong năm > TăngNghìn VND,Biến động trong năm > Thanh toánNghìn VND,Biến động trong năm > Phân loại lại từ vay dài hạnNghìn VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiệnNghìn VND,31/12/2020Giá trị ghi số và số có khả năng trả nợNghìn VND,numeric__1/1/2020Giá trị ghi số và số có khả năng trả nợNghìn VND,numeric__Biến động trong năm > TăngNghìn VND,numeric__Biến động trong năm > Thanh toánNghìn VND,numeric__Biến động trong năm > Phân loại lại từ vay dài hạnNghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiệnNghìn VND,numeric__31/12/2020Giá trị ghi số và số có khả năng trả nợNghìn VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.188.857.080,8.050.093.685,(8.070.548.253),-,(3.758.494),3.164.644.018,3188857080.0,8050093685.0,-8070548253.0,,-3758494.0,3164644018.0
Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),4.568.426.661,27.312.927,(4.595.739.588),998.222.222,-,998.222.222,4568426661.0,27312927.0,-4595739588.0,998222222.0,,998222222.0
,,,7.757.283.741,8.077.406.612,(12.666.287.841),998.222.222,(3.758.494),4.162.866.240,7757283741.0,8077406612.0,-12666287841.0,998222222.0,-3758494.0,4162866240.0
