row_label_raw,row_label_full,col_0,Loại tiền,31/12/2020Nghìn VND,1/1/2020Nghìn VND,numeric__Loại tiền,numeric__31/12/2020Nghìn VND,numeric__1/1/2020Nghìn VND
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),USD,1.135.396.849,864.314.359,,1135396849.0,864314359.0
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),VND,-,150.308.000,,,150308000.0
Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),VND,895.817.351,1.082.810.380,,895817351.0,1082810380.0
Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),USD,-,15.908.877,,,15908877.0
Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),USD,333.766.713,164.877.248,,333766713.0,164877248.0
Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),VND,286.954.000,504.905.811,,286954000.0,504905811.0
Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),VND,190.352.000,150.245.000,,190352000.0,150245000.0
Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),VND,100.589.728,57.915.778,,100589728.0,57915778.0
Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),USD,96.054.387,155.757.627,,96054387.0,155757627.0
Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),USD,125.712.990,41.814.000,,125712990.0,41814000.0
,,,,3.164.644.018,3.188.857.080,,3164644018.0,3188857080.0
