row_label_raw,row_label_full,col_0,Chi phí đất trả trước và Chi phí đèn bù giải phóng mặt bằng Nghìn VND,Chi phí khai thác khoáng sản khác Nghìn VND,Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,Chi phí trả trước khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Chi phí đất trả trước và Chi phí đèn bù giải phóng mặt bằng Nghìn VND,numeric__Chi phí khai thác khoáng sản khác Nghìn VND,numeric__Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,numeric__Chi phí trả trước khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.006.778.004,1.563.054.219,-,56.026.360,2.625.858.583,1006778004.0,1563054219.0,,56026360.0,2625858583.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,130.679.345,186.387.600,169.718.472,486.785.417,,130679345.0,186387600.0,169718472.0,486785417.0
Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 14),Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 14),Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 14),-,-,-,8.934.805,8.934.805,,,,8934805.0,8934805.0
Chuyển từ phải thu dài hạn,Chuyển từ phải thu dài hạn,Chuyển từ phải thu dài hạn,15.607.194,-,-,-,15.607.194,15607194.0,,,,15607194.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(74.060.263),(112.477.373),(4.413.765),(40.340.460),(231.291.861),-74060263.0,-112477373.0,-4413765.0,-40340460.0,-231291861.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,948.324.935,1.581.256.191,181.973.835,194.339.177,2.905.894.138,948324935.0,1581256191.0,181973835.0,194339177.0,2905894138.0
