row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 Nghìn VND,2019 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 Nghìn VND,numeric__2019 Nghìn VND
Tiền thu lãi tiền gửi,Tiền thu lãi tiền gửi,Tiền thu lãi tiền gửi,27,,34.978.354,37.731.636,27.0,,34978354.0,37731636.0
Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),25,5,(1.053.739.472),-,25.0,5.0,-1053739472.0,
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.624.064.830),(873.878.617),30.0,,-2624064830.0,-873878617.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,,2.094.330.737,-,31.0,,2094330737.0,
Tiền thu từ đi vay và trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay và trái phiếu,Tiền thu từ đi vay và trái phiếu,33,,13.350.232.314,7.908.523.055,33.0,,13350232314.0,7908523055.0
Tiền trả nợ gốc vay và chi phí liên quan đến phát hành trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay và chi phí liên quan đến phát hành trái phiếu,Tiền trả nợ gốc vay và chi phí liên quan đến phát hành trái phiếu,34,,(12.814.978.565),(7.206.551.527),34.0,,-12814978565.0,-7206551527.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,2.629.584.486,701.971.528,40.0,,2629584486.0,701971528.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,(958.908.150),1.259.772.482,50.0,,-958908150.0,1259772482.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,1.723.204.606,467.220.260,60.0,,1723204606.0,467220260.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(2.366.170),(3.788.136),61.0,,-2366170.0,-3788136.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \),70,6,761.930.286,1.723.204.606,70.0,6.0,761930286.0,1723204606.0
