row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 Nghìn VND,2019 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 Nghìn VND,numeric__2019 Nghìn VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,,7.365.774.085,4.706.129.858,1.0,,7365774085.0,4706129858.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,74.593.427,-,2.0,,74593427.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,26,7.291.180.658,4.706.129.858,10.0,26.0,7291180658.0,4706129858.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,7.113.222.006,3.971.145.298,11.0,,7113222006.0,3971145298.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,177.958.652,734.984.560,20.0,,177958652.0,734984560.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,27,646.482.348,931.680.260,21.0,27.0,646482348.0,931680260.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,28,1.652.967.999,1.290.661.189,22.0,28.0,1652967999.0,1290661189.0
Phần lỗ trong công ty liên kết,Phần lỗ trong công ty liên kết,Phần lỗ trong công ty liên kết,24,,(29.488.203),-,24.0,,-29488203.0,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,226.224.066,104.782.370,25.0,,226224066.0,104782370.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,,282.149.068,142.007.143,26.0,,282149068.0,142007143.0
(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),30,,(1.366.388.336),129.214.118,30.0,,-1366388336.0,129214118.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,29,1.328.986.068,1.230.029.410,31.0,29.0,1328986068.0,1230029410.0
Chi phí khác,Chi phí khác,Chi phí khác,32,30,58.808.571,893.457.185,32.0,30.0,58808571.0,893457185.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,1.270.177.497,336.572.225,40.0,,1270177497.0,336572225.0
(Lỗ)/lợi nhuận kế toán trước thuế (50 = 30 + 40),(Lỗ)/lợi nhuận kế toán trước thuế (50 = 30 + 40),(Lỗ)/lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,(96.210.839),465.786.343,50.0,,-96210839.0,465786343.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,31,20.654.658,138.562.148,51.0,31.0,20654658.0,138562148.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,31,(168.656.455),(25.169.620),52.0,31.0,-168656455.0,-25169620.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),60,,51.790.958,352.393.815,60.0,,51790958.0,352393815.0
