row_label_raw,row_label_full,Từ ngày 1/1/2020 đến ngày 31/12/2020,Việt NamNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,BiNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,ĐứcNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,Nhật BảnNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,MỹNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,SingaporeNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,Các nướckhácNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,Tổng cộngNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__Việt NamNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__BiNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__ĐứcNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__Nhật BảnNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__MỹNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__SingaporeNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__Các nướckhácNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020,numeric__Tổng cộngNghìn VND > Từ ngày 1/1/2020 đến ngày 31/12/2020
Doanh thu bánra ngoài,Doanh thu bánra ngoài,Doanh thu bánra ngoài,100.310.278,2.168.030.828,721.401.110,592.321.521,614.301.694,-,3.094.815.227,7.291.180.658,100310278.0,2168030828.0,721401110.0,592321521.0,614301694.0,,3094815227.0,7291180658.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,31.553.724.237,102.805.243,5.706.084.571,215.265.268,318.909.291,-,2.212.059.204,40.108.847.814,31553724237.0,102805243.0,5706084571.0,215265268.0,318909291.0,,2212059204.0,40108847814.0
Chi tiêu vốn,Chi tiêu vốn,Chi tiêu vốn,1.474.237.254,-,-,-,-,-,-,1.474.237.254,1474237254.0,,,,,,,1474237254.0
,,,Việt NamNghìn VND,BiNghìn VND,Cộng hòa SécNghìn VND,Nhật BảnNghìn VND,MỹNghìn VND,SingaporeNghìn VND,Các nướckhácNghìn VND,Tổng cộngNghìn VND,,,,,,,,
Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,Từ ngày 1/1/2019 đến ngày 31/12/2019,,,,,,,,
Doanh thu bánra ngoài,Từ ngày 1/1/2019 đến ngày 31/12/2019 > Doanh thu bánra ngoài,Doanh thu bánra ngoài,65.355.666,1.616.222.115,225.482.636,945.394.214,616.156.308,104.764.762,1.132.754.157,4.706.129.858,65355666.0,1616222115.0,225482636.0,945394214.0,616156308.0,104764762.0,1132754157.0,4706129858.0
Tài sản của bộ phận,Từ ngày 1/1/2019 đến ngày 31/12/2019 > Tài sản của bộ phận,Tài sản của bộ phận,29.522.101.450,97.267.774,1.013.850,45.487.936,12.308.133,-,96.540.738,29.774.719.881,29522101450.0,97267774.0,1013850.0,45487936.0,12308133.0,,96540738.0,29774719881.0
Chi tiêu vốn,Từ ngày 1/1/2019 đến ngày 31/12/2019 > Chi tiêu vốn,Chi tiêu vốn,888.223.637,-,-,-,-,-,-,888.223.637,888223637.0,,,,,,,888223637.0
