row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phậnkhácNghìn VND,Tổng cộngNghìn VND,numeric__ĐồngNghìn VND,numeric__FluoritNghìn VND,numeric__VonframNghìn VND,numeric__Các bộ phậnkhácNghìn VND,numeric__Tổng cộngNghìn VND
Tài sản của bộ phậnTài sản không phân bổ,Tài sản của bộ phậnTài sản không phân bổ,Tài sản của bộ phậnTài sản không phân bổ,153.242.533,757.149.316,9.407.654.444,963.525.139,11.281.571.43228.827.276.382,153242533.0,757149316.0,9407654444.0,963525139.0,1.1281571432288273e+21
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,40.108.847.814,,,,,40108847814.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,26.029.306.779,,,,,26029306779.0
Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phậnkhácNghìn VND,Tổng cộngNghìn VND,,,,,
Tài sản của bộ phậnTài sản không phân bổ,Tại ngày 1 tháng 1 năm 2020 > Tài sản của bộ phậnTài sản không phân bổ,Tài sản của bộ phậnTài sản không phân bổ,167.025.898,826.106.905,1.874.331.657,1.051.224.444,3.918.688.90425.856.030.977,167025898.0,826106905.0,1874331657.0,1051224444.0,3.9186889042585603e+20
Tổng tài sản,Tại ngày 1 tháng 1 năm 2020 > Tổng tài sản,Tổng tài sản,,,,,29.774.719.881,,,,,29774719881.0
Tổng nợ phải trả,Tại ngày 1 tháng 1 năm 2020 > Tổng nợ phải trả,Tổng nợ phải trả,,,,,17.304.897.615,,,,,17304897615.0
