row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017 > Tiền gửi và cho vay TCTD khác – gộp VND,Tại ngày 31 tháng 12 năm 2017 > Cho vay khách hàng – gộp VND,Tại ngày 31 tháng 12 năm 2017 > Chứng khoán kinh doanh và chứng khoán đầu tư – gộp VND,Tại ngày 31 tháng 12 năm 2017 > Tiền gửi và vay từ TCTD khác VND,Tại ngày 31 tháng 12 năm 2017 > Tiền gửi của khách hàng VND,Tại ngày 31 tháng 12 năm 2017 > Phát hành giấy tờ có giá VND,Tại ngày 31 tháng 12 năm 2017 > Các cam kết tín dụng VND,Tại ngày 31 tháng 12 năm 2017 > Công cụ tài chính phái sinh (Tổng giá trị giao dịch theo hợp đồng) VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Tiền gửi và cho vay TCTD khác – gộp VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Cho vay khách hàng – gộp VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Chứng khoán kinh doanh và chứng khoán đầu tư – gộp VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Tiền gửi và vay từ TCTD khác VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Tiền gửi của khách hàng VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Phát hành giấy tờ có giá VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Các cam kết tín dụng VND,numeric__Tại ngày 31 tháng 12 năm 2017 > Công cụ tài chính phái sinh (Tổng giá trị giao dịch theo hợp đồng) VND
Trong nước,Trong nước,Trong nước,9.991.191.782.873,48.175.997.541.160,20.109.374.921.995,16.303.630.227.401,53.031.027.476.447,4.361.689.265.933,7.340.579.131.394,18.043.305.991.814,9991191782873.0,48175997541160.0,20109374921995.0,16303630227401.0,53031027476447.0,4361689265933.0,7340579131394.0,18043305991814.0
Nước ngoài,Nước ngoài,Nước ngoài,389.942.702.382,6.979.142.665,-,-,234.767.635.759,-,-,-,389942702382.0,6979142665.0,,,234767635759.0,,,
,,,10.381.134.485.255,48.182.976.683.825,20.109.374.921.995,16.303.630.227.401,53.265.795.112.206,4.361.689.265.933,7.340.579.131.394,18.043.305.991.814,10381134485255.0,48182976683825.0,20109374921995.0,16303630227401.0,53265795112206.0,4361689265933.0,7340579131394.0,18043305991814.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,,,,,,,,
,,,Tiền gửi và cho vay TCTD khác – gộp VND,Cho vay khách hàng – gộp VND,Chứng khoán đầu tư – gộp VND,Tiền gửi và vay từ TCTD khác VND,Tiền gửi của khách hàng VND,Phát hành giấy tờ có giá VND,Các cam kết tín dụng VND,Công cụ tài chính phái sinh (Tổng giá trị giao dịch theo hợp đồng) VND,,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2016 > Trong nước,Trong nước,6.322.840.899.978,38.504.532.507.255,14.870.076.767.592,11.541.720.766.331,42.893.979.708.588,996.838.495.146,4.839.808.582.464,5.752.895.361.011,6322840899978.0,38504532507255.0,14870076767592.0,11541720766331.0,42893979708588.0,996838495146.0,4839808582464.0,5752895361011.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2016 > Nước ngoài,Nước ngoài,139.370.208.743,2.190.620.000,-,-,170.005.349.225,-,-,-,139370208743.0,2190620000.0,,,170005349225.0,,,
,,,6.462.211.108.721,38.506.723.127.255,14.870.076.767.592,11.541.720.766.331,43.063.985.057.813,996.838.495.146,4.839.808.582.464,5.752.895.361.011,6462211108721.0,38506723127255.0,14870076767592.0,11541720766331.0,43063985057813.0,996838495146.0,4839808582464.0,5752895361011.0
