row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 VND,31/12/2016 VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__31/12/2016 VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,648.853.204.976,463.412.241.843,,4.0,648853204976.0,463412241843.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,3.106.795.746.709,1.199.607.187.123,,5.0,3106795746709.0,1199607187123.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,10.381.134.485.255,6.462.211.108.721,,6.0,10381134485255.0,6462211108721.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,9.465.964.985.255,4.221.401.108.721,,,9465964985255.0,4221401108721.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,915.169.500.000,2.240.810.000.000,,,915169500000.0,2240810000000.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,3.288.593.200.000,-,,7.0,3288593200000.0,
1,A > 1,1,Chứng khoán kinh doanh,,3.288.593.200.000,-,,,3288593200000.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,34.459.675.710,-,,8.0,34459675710.0,
VI,A > VI,VI,Cho vay khách hàng,,47.778.861.069.809,38.175.043.759.128,,,47778861069809.0,38175043759128.0
1,A > 1,1,Cho vay khách hàng,9,48.182.976.683.825,38.506.723.127.255,,9.0,48182976683825.0,38506723127255.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(404.115.614.016),(331.679.368.127),,10.0,-404115614016.0,-331679368127.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,16.445.929.137.260,14.619.496.216.821,,11.0,16445929137260.0,14619496216821.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,16.093.181.871.339,14.099.861.350.421,,,16093181871339.0,14099861350421.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,727.599.850.656,770.215.417.171,,,727599850656.0,770215417171.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(374.852.584.735),(250.580.550.771),,,-374852584735.0,-250580550771.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,39.736.288.513,57.701.836.904,,12.0,39736288513.0,57701836904.0
1,A > 1,1,Đầu tư vào công ty con,,25.000.000.000,-,,,25000000000.0,
4,A > 4,4,Đầu tư dài hạn khác,,36.430.000.000,79.847.300.000,,,36430000000.0,79847300000.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(21.693.711.487),(22.145.463.096),,,-21693711487.0,-22145463096.0
X,A > X,X,Tài sản cố định,,527.005.924.816,407.947.523.803,,,527005924816.0,407947523803.0
1,A > 1,1,Tài sản cố định hữu hình,13,259.503.842.193,197.345.202.048,,13.0,259503842193.0,197345202048.0
a,A > a,a,Nguyên giá,,507.670.109.143,423.738.209.552,,,507670109143.0,423738209552.0
b,A > b,b,Giá trị hao mòn lũy kế,,(248.166.266.950),(226.393.007.504),,,-248166266950.0,-226393007504.0
3,A > 3,3,Tài sản cố định vô hình,14,267.502.082.623,210.602.321.755,,14.0,267502082623.0,210602321755.0
a,A > a,a,Nguyên giá,,349.695.313.390,275.882.114.836,,,349695313390.0,275882114836.0
b,A > b,b,Giá trị hao mòn lũy kế,,(82.193.230.767),(65.279.793.081),,,-82193230767.0,-65279793081.0
XII,A > XII,XII,Tài sản Có khác,15,2.101.533.819.826,2.429.667.855.290,,15.0,2101533819826.0,2429667855290.0
1,A > 1,1,Các khoản phải thu,,855.412.078.453,1.411.644.024.777,,,855412078453.0,1411644024777.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,943.998.088.252,799.033.167.908,,,943998088252.0,799033167908.0
4,A > 4,4,Tài sản Có khác,,306.923.653.121,224.490.032.605,,,306923653121.0,224490032605.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(4.800.000.000),(5.499.370.000),,,-4800000000.0,-5499370000.0
,,,TỔNG TÀI SẢN,,84.352.902.552.874,63.815.087.729.633,,,84352902552874.0,63815087729633.0
