row_label_raw,row_label_full,col_0,Quỹ dự trữbổ sung vốnđiều lệVND,Quỹ dự phòngtài chínhVND,Quỹ khACThuộc vốnchủ sở hữuVND,TổngVND,numeric__Quỹ dự trữbổ sung vốnđiều lệVND,numeric__Quỹ dự phòngtài chínhVND,numeric__Quỹ khACThuộc vốnchủ sở hữuVND,numeric__TổngVND
Số dư tại ngày 1 tháng1 năm 2016Trích lập các quỹ trongnăm,Số dư tại ngày 1 tháng1 năm 2016Trích lập các quỹ trongnăm,Số dư tại ngày 1 tháng1 năm 2016Trích lập các quỹ trongnăm,30.128.715.89419.345.780.840,213.479.675.00038.691.561.681,374.056.888-,243.982.447.78258.037.342.521,3.012871589419346e+21,2.134796750003869e+22,,2.4398244778258037e+22
Số dư tại ngày 1 tháng 1năm 2017Trích lập các quỹ trongnăm,Số dư tại ngày 1 tháng 1năm 2017Trích lập các quỹ trongnăm,Số dư tại ngày 1 tháng 1năm 2017Trích lập các quỹ trongnăm,49.474.496.73440.705.532.501,252.171.236.68181.411.065.002,374.056.888-,302.019.790.303122.116.597.503,4.947449673440706e+21,2.5217123668181412e+22,,3.0201979030312212e+23
Số dư tại ngày 31 tháng12 năm 2017,Số dư tại ngày 31 tháng12 năm 2017,Số dư tại ngày 31 tháng12 năm 2017,90.180.029.235,333.582.301.683,374.056.888,424.136.387.806,90180029235.0,333582301683.0,374056888.0,424136387806.0
