row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
▪ Tiền gửi tại các tổ chức tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > ▪ Tiền gửi tại các tổ chức tín dụng khác,▪ Tiền gửi tại các tổ chức tín dụng khác,143.449.886.640,82.868.762.684,143449886640.0,82868762684.0
▪ Cho vay khách hàng và cho vay các tổ chức tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > ▪ Cho vay khách hàng và cho vay các tổ chức tín dụng khác,▪ Cho vay khách hàng và cho vay các tổ chức tín dụng khác,4.276.621.612.777,2.973.233.452.454,4276621612777.0,2973233452454.0
▪ Chứng khoán nợ đầu tư sẵn sàng để bán,Thu nhập lãi và các khoản thu nhập tương tự từ > ▪ Chứng khoán nợ đầu tư sẵn sàng để bán,▪ Chứng khoán nợ đầu tư sẵn sàng để bán,1.120.395.478.540,926.970.871.305,1120395478540.0,926970871305.0
▪ Nghiệp vụ bảo lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > ▪ Nghiệp vụ bảo lãnh,▪ Nghiệp vụ bảo lãnh,69.851.569.331,55.784.613.396,69851569331.0,55784613396.0
▪ Hoạt động tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > ▪ Hoạt động tín dụng khác,▪ Hoạt động tín dụng khác,2.389.479.988,1.748.254.340,2389479988.0,1748254340.0
,,,5.612.708.027.276,4.040.605.954.179,5612708027276.0,4040605954179.0
Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,Chi phí lãi và các khoản chi phí tương tự cho,,
▪ Tiền gửi của khách hàng và của các tổ chức tín dụng khác,Chi phí lãi và các khoản chi phí tương tự cho > ▪ Tiền gửi của khách hàng và của các tổ chức tín dụng khác,▪ Tiền gửi của khách hàng và của các tổ chức tín dụng khác,(2.882.633.639.683),(2.178.051.689.656),-2882633639683.0,-2178051689656.0
"▪ Tiền vay các tổ chức tín dụng khác và vốn tài trợ, ủy thác đầu tư","Chi phí lãi và các khoản chi phí tương tự cho > ▪ Tiền vay các tổ chức tín dụng khác và vốn tài trợ, ủy thác đầu tư","▪ Tiền vay các tổ chức tín dụng khác và vốn tài trợ, ủy thác đầu tư",(132.257.858.984),(154.998.261.545),-132257858984.0,-154998261545.0
▪ Phát hành giấy tờ có giá,Chi phí lãi và các khoản chi phí tương tự cho > ▪ Phát hành giấy tờ có giá,▪ Phát hành giấy tờ có giá,(149.450.050.923),(13.862.208.862),-149450050923.0,-13862208862.0
▪ Hoạt động tín dụng khác,Chi phí lãi và các khoản chi phí tương tự cho > ▪ Hoạt động tín dụng khác,▪ Hoạt động tín dụng khác,(47.261.096.579),(33.013.774.050),-47261096579.0,-33013774050.0
,,,(3.211.602.646.169),(2.379.925.934.113),-3211602646169.0,-2379925934113.0
Thu nhập lãi thuần,Chi phí lãi và các khoản chi phí tương tự cho > Thu nhập lãi thuần,Thu nhập lãi thuần,2.401.105.381.107,1.660.680.020.066,2401105381107.0,1660680020066.0
