row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – chi nhánh Bắc Ninh > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Quế Võ,Số cuối năm > 20.127.100.800 > 179.720.424.512 > 129.763.706.335 > 103.895.511.873 > 37.239.627.200,"Lãi suất > 10,5%/năm","Kỳ hạn trả gốc và lãi > Gốc trả 6 tháng một lần, lãi vay trả 3 tháng một lần kể từ ngày 19 tháng 9 năm 2018 > Gốc vay đáo hạn vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc vay đáo hạn vào ngày 29 tháng 11 năm 2022. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc vay đáo hạn vào ngày 16 tháng 11 năm 2022, trả 6 tháng một lần, lãi vay trả 3 tháng 1 lần kể từ ngày 25 tháng 8 năm 2017 > Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý kể từ ngày 26 tháng 3 năm 2018","Hình thức đảm bảo > Toàn bộ tài sản hình thành trong tương lai bao gồm quyền sử dụng đất và tài sản trên đất của Khu đô thị Phúc Ninh quy mô 22 ha. > Toàn bộ cơ sở hạ tầng giai đoạn 2 Khu công nghiệp Tràng Duệ. Giá trị tạm tỉnh của tài sản là 1000 tỉ đồng. > Toàn bộ tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 100ha giai đoạn 1 Khu công nghiệp Nam Sơn – Hạp Lĩnh và các quyền tài sản phát sinh từ các hợp đồng kinh tế phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất và tài sản gắn liền với đất của 100ha giai đoạn 1 Khu công nghiệp Nam Sơn - Hạp Lĩnh. > Toàn bộ các tài sản hình thành từ dự án đầu tư xây dựng cơ sở hạ tầng Khu công nghiệp Quế Võ mở rộng 83,8 ha. > Toàn bộ các tài sản gắn liền với đất hình thành từ dự án đầu tư xây dựng văn phòng, nhà xưởng Lõ M, N, T tại Khu công nghiệp Quế Võ Mở rộng.",numeric__Số cuối năm > 20.127.100.800 > 179.720.424.512 > 129.763.706.335 > 103.895.511.873 > 37.239.627.200,"numeric__Lãi suất > 10,5%/năm","numeric__Kỳ hạn trả gốc và lãi > Gốc trả 6 tháng một lần, lãi vay trả 3 tháng một lần kể từ ngày 19 tháng 9 năm 2018 > Gốc vay đáo hạn vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc vay đáo hạn vào ngày 29 tháng 11 năm 2022. Lãi vay được trả vào ngày 25 cuối mỗi quý > Gốc vay đáo hạn vào ngày 16 tháng 11 năm 2022, trả 6 tháng một lần, lãi vay trả 3 tháng 1 lần kể từ ngày 25 tháng 8 năm 2017 > Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý kể từ ngày 26 tháng 3 năm 2018","numeric__Hình thức đảm bảo > Toàn bộ tài sản hình thành trong tương lai bao gồm quyền sử dụng đất và tài sản trên đất của Khu đô thị Phúc Ninh quy mô 22 ha. > Toàn bộ cơ sở hạ tầng giai đoạn 2 Khu công nghiệp Tràng Duệ. Giá trị tạm tỉnh của tài sản là 1000 tỉ đồng. > Toàn bộ tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 100ha giai đoạn 1 Khu công nghiệp Nam Sơn – Hạp Lĩnh và các quyền tài sản phát sinh từ các hợp đồng kinh tế phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất và tài sản gắn liền với đất của 100ha giai đoạn 1 Khu công nghiệp Nam Sơn - Hạp Lĩnh. > Toàn bộ các tài sản hình thành từ dự án đầu tư xây dựng cơ sở hạ tầng Khu công nghiệp Quế Võ mở rộng 83,8 ha. > Toàn bộ các tài sản gắn liền với đất hình thành từ dự án đầu tư xây dựng văn phòng, nhà xưởng Lõ M, N, T tại Khu công nghiệp Quế Võ Mở rộng."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,470.746.370.720,,,,470746370720.0,,,
Trong đó:Vay cải han đến hạn trả,Trong đó:Vay cải han đến hạn trả,Trong đó:Vay cải han đến hạn trả,179.720.424.512,,,,179720424512.0,,,
Vay cải han,Vay cải han,Vay cải han,291.025.946.208,,,,291025946208.0,,,
