row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty TNHH Goertek Vina (i),Ngắn hạn > - Công ty TNHH Goertek Vina (i),- Công ty TNHH Goertek Vina (i),581.350.024.989,-,581350024989.0,
- Công ty TNHH KCT Engineering (iii),Ngắn hạn > - Công ty TNHH KCT Engineering (iii),- Công ty TNHH KCT Engineering (iii),218.749.608.000,218.749.608.000,218749608000.0,218749608000.0
- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),Ngắn hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (ii),- Công ty Cổ phần Dịch vụ Kinh Bắc (ii),182.586.139.245,357.556.483.637,182586139245.0,357556483637.0
- Công ty TNHH Đầu tư Golden Star Việt Nam (iv),Ngắn hạn > - Công ty TNHH Đầu tư Golden Star Việt Nam (iv),- Công ty TNHH Đầu tư Golden Star Việt Nam (iv),120.269.112.727,-,120269112727.0,
- Công ty Cổ phần Phát triển Cơ sở Hạ tầng Tây Ninh (v),Ngắn hạn > - Công ty Cổ phần Phát triển Cơ sở Hạ tầng Tây Ninh (v),- Công ty Cổ phần Phát triển Cơ sở Hạ tầng Tây Ninh (v),161.444.065.000,-,161444065000.0,
- Công ty Cổ phần Đầu tư Sài Gòn (vi),Ngắn hạn > - Công ty Cổ phần Đầu tư Sài Gòn (vi),- Công ty Cổ phần Đầu tư Sài Gòn (vi),104.130.000.000,104.130.000.000,104130000000.0,104130000000.0
- Các khoản phải thu khách hàng khác (vii),Ngắn hạn > - Các khoản phải thu khách hàng khác (vii),- Các khoản phải thu khách hàng khác (vii),398.543.445.521,535.928.846.354,398543445521.0,535928846354.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.767.072.395.482,1.216.364.937.991,1767072395482.0,1216364937991.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (viii),Dài hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (viii),- Công ty Cổ phần Dịch vụ Kinh Bắc (viii),-,26.434.546.048,,26434546048.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,-,26.434.546.048,,26434546048.0
Dự phòng phải thu khó đòi,Dài hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
