row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,986.494.828.986,950.289.709.665,986494828986.0,950289709665.0
- Khu công nghiệp Quang Châu,Ngắn hạn > - Khu công nghiệp Quang Châu,- Khu công nghiệp Quang Châu,368.404.589.673,319.608.594.077,368404589673.0,319608594077.0
- Khu công nghiệp Tân Phú Trung,Ngắn hạn > - Khu công nghiệp Tân Phú Trung,- Khu công nghiệp Tân Phú Trung,337.790.756.801,305.396.936.512,337790756801.0,305396936512.0
- Khu công nghiệp Tràng Duệ,Ngắn hạn > - Khu công nghiệp Tràng Duệ,- Khu công nghiệp Tràng Duệ,164.904.179.437,203.580.987.291,164904179437.0,203580987291.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,60.747.027.250,72.415.465.059,60747027250.0,72415465059.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,54.648.275.825,49.287.726.726,54648275825.0,49287726726.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,166.715.419.803,120.181.315.132,166715419803.0,120181315132.0
Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 30),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 30),Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 30),775.082.727,640.285.731,775082727.0,640285731.0
Chi phí môi giới,Ngắn hạn > Chi phí môi giới,Chi phí môi giới,78.364.021.440,-,78364021440.0,
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,11.467.804.589,15.597.980.024,11467804589.0,15597980024.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.244.817.157.545,1.086.709.290.552,1244817157545.0,1086709290552.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),1.051.174.838.754,1.031.951.584.113,1051174838754.0,1031951584113.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.051.174.838.754,1.031.951.584.113,1051174838754.0,1031951584113.0
