row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năngtrả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năngtrả nợ
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,,,,
- Công ty Cổ phầnKumba,Phải trả cho người bán > - Công ty Cổ phầnKumba,- Công ty Cổ phầnKumba,24.197.260.274,24.197.260.274,-,-,24197260274.0,24197260274.0,,
- Công ty Cổ phầnDịch vụ Kinh Bắc,Phải trả cho người bán > - Công ty Cổ phầnDịch vụ Kinh Bắc,- Công ty Cổ phầnDịch vụ Kinh Bắc,22.197.890.000,22.197.890.000,-,-,22197890000.0,22197890000.0,,
- Công ty TNHH Môitrường Cộng nghệCông Thành,Phải trả cho người bán > - Công ty TNHH Môitrường Cộng nghệCông Thành,- Công ty TNHH Môitrường Cộng nghệCông Thành,13.896.411.000,13.896.411.000,-,-,13896411000.0,13896411000.0,,
- Công ty Cổ phần Bấtdộng sản Hải Phát,Phải trả cho người bán > - Công ty Cổ phần Bấtdộng sản Hải Phát,- Công ty Cổ phần Bấtdộng sản Hải Phát,13.523.326.473,13.523.326.473,16.026.197.325,16.026.197.325,13523326473.0,13523326473.0,16026197325.0,16026197325.0
- Công ty Cổ phầnThương mại Dịch vụXNK Khoáng SảnBảo Nam,Phải trả cho người bán > - Công ty Cổ phầnThương mại Dịch vụXNK Khoáng SảnBảo Nam,- Công ty Cổ phầnThương mại Dịch vụXNK Khoáng SảnBảo Nam,12.406.252.400,12.406.252.400,10.338.561.300,10.338.561.300,12406252400.0,12406252400.0,10338561300.0,10338561300.0
- Công ty TNHHThương mại Vận tảiMai Tuân Anh,Phải trả cho người bán > - Công ty TNHHThương mại Vận tảiMai Tuân Anh,- Công ty TNHHThương mại Vận tảiMai Tuân Anh,11.618.947.600,11.618.947.600,-,-,11618947600.0,11618947600.0,,
- Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,Phải trả cho người bán > - Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,- Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,7.635.524.264,7.635.524.264,14.076.270.800,14.076.270.800,7635524264.0,7635524264.0,14076270800.0,14076270800.0
- Công ty TNHHBlueScope BuildingsViệt Nam,Phải trả cho người bán > - Công ty TNHHBlueScope BuildingsViệt Nam,- Công ty TNHHBlueScope BuildingsViệt Nam,7.335.599.999,7.335.599.999,-,-,7335599999.0,7335599999.0,,
- Công ty Cổ phầnĐầu tư Trường Phát,Phải trả cho người bán > - Công ty Cổ phầnĐầu tư Trường Phát,- Công ty Cổ phầnĐầu tư Trường Phát,5.494.106.040,5.494.106.040,2.661.011.300,2.661.011.300,5494106040.0,5494106040.0,2661011300.0,2661011300.0
- Các nhà cung cấpkhác,Phải trả cho người bán > - Các nhà cung cấpkhác,- Các nhà cung cấpkhác,107.812.534.290,107.812.534.290,91.226.162.005,91.226.162.005,107812534290.0,107812534290.0,91226162005.0,91226162005.0
Phải trả các bên liênquan,Phải trả cho người bán > Phải trả các bên liênquan,Phải trả các bên liênquan,-,-,12.320.000,12.320.000,,,12320000.0,12320000.0
TỔNG CỘNG,Phải trả cho người bán > TỔNG CỘNG,TỔNG CỘNG,226.117.852.340,226.117.852.340,134.340.522.730,134.340.522.730,226117852340.0,226117852340.0,134340522730.0,134340522730.0
