row_label_raw,row_label_full,KBC Bond 004 > KBCbond1-2017 > KBCbond2-2017 > KBCbond3-2017 > KBCbond4-2017 > KBC Bonc2018 - 01 > KBC Bonc2018 - 02,Loại trái phiếu > Trái phiếu doanh nghiệp phát hành cho PVCombank > Trái phiếu doanh nghiệp phát hành cho BIDV Bắc Sài Gòn > Trái phiếu doanh nghiệp,Số lượng trái phiếu > 1.000.000 > 380 > 2.000.000 > 1.500.000 > 2.000.000 > 4.000.000,Mệnh giá VND > 100.000 > 1.000.000.000 > 100.000,Giá trị VND > 100.000.000.000 > 380.000.000.000 > 200.000.000.000 > 150.000.000.000 > 200.000.000.000 > 400.000.000.000,"Lãi suất trong năm > 9,7% > 10,18% > 10,5%",Thời hạn trái phiếu > 31 tháng 10 năm 2019 > 21 tháng 11 năm 2022 > 26 tháng 1 năm 2019 > 16 tháng 2 năm 2019 > 22 tháng 5 năm 2019 > 5 tháng 5 năm 2020 > 14 tháng 5 năm 2020,"Tài sân đảm bảo > Thế chấp bằng giá trị hàng tồn kho của Dư án Đầu tư xây dựng Khu đô thị và Dịch vụ Tràng Cát > Quyền sử dụng đất và tài sản gắn liền với đất tại Hùng Vương, phường Hải Châu 1, Quận Hải Châu, thành phố Đà Nẵng thuộc sở hữu của Công ty Cổ phần Địa Óc Viễn Đông Việt Nam > KBCbond2-2017, KBCbond3-2017, KBCbond4-2017 được tế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng. > KBCbond2018-01 được thế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng. > KBCbond2018-02 được thế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng.",numeric__Loại trái phiếu > Trái phiếu doanh nghiệp phát hành cho PVCombank > Trái phiếu doanh nghiệp phát hành cho BIDV Bắc Sài Gòn > Trái phiếu doanh nghiệp,numeric__Số lượng trái phiếu > 1.000.000 > 380 > 2.000.000 > 1.500.000 > 2.000.000 > 4.000.000,numeric__Mệnh giá VND > 100.000 > 1.000.000.000 > 100.000,numeric__Giá trị VND > 100.000.000.000 > 380.000.000.000 > 200.000.000.000 > 150.000.000.000 > 200.000.000.000 > 400.000.000.000,"numeric__Lãi suất trong năm > 9,7% > 10,18% > 10,5%",numeric__Thời hạn trái phiếu > 31 tháng 10 năm 2019 > 21 tháng 11 năm 2022 > 26 tháng 1 năm 2019 > 16 tháng 2 năm 2019 > 22 tháng 5 năm 2019 > 5 tháng 5 năm 2020 > 14 tháng 5 năm 2020,"numeric__Tài sân đảm bảo > Thế chấp bằng giá trị hàng tồn kho của Dư án Đầu tư xây dựng Khu đô thị và Dịch vụ Tràng Cát > Quyền sử dụng đất và tài sản gắn liền với đất tại Hùng Vương, phường Hải Châu 1, Quận Hải Châu, thành phố Đà Nẵng thuộc sở hữu của Công ty Cổ phần Địa Óc Viễn Đông Việt Nam > KBCbond2-2017, KBCbond3-2017, KBCbond4-2017 được tế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng. > KBCbond2018-01 được thế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng. > KBCbond2018-02 được thế chấp bằng cổ phần của Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng."
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(17.881.454.548),,,,,,,-17881454548.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.500.380,,1.612.118.545.452,,,,,12500380.0,,1612118545452.0,,,
Trái phiếu phải thanh toán trong năm tới,Trái phiếu phải thanh toán trong năm tới,Trái phiếu phải thanh toán trong năm tới,Trái phiếu phải thanh toán trong năm tới,Trái phiếu phải thanh toán trong năm tới,Trái phiếu phải thanh toán trong năm tới,750.000.000.000,,,,,,,750000000000.0,,,
Trái phiếu phải thanh toán trong dài hạn,Trái phiếu phải thanh toán trong dài hạn,Trái phiếu phải thanh toán trong dài hạn,Trái phiếu phải thanh toán trong dài hạn,Trái phiếu phải thanh toán trong dài hạn,Trái phiếu phải thanh toán trong dài hạn,880.000.000.000,,,,,,,880000000000.0,,,
Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,Chi phí phát hành trái phiếu của trái phiếu thann toán trong dài hạn,(17.881.454.548),,,,,,,-17881454548.0,,,
