row_label_raw,row_label_full,STT,Tên bên liên quan,Mối quan hệ,numeric__Tên bên liên quan,numeric__Mối quan hệ
1,1,1,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ Cao Sài Gòn,Công ty liên kết,,
2,2,2,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty liên kết,,
3,3,3,Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty liên kết,,
4,4,4,Công ty Cổ phần Scanviwood,Công ty liên kết,,
5,5,5,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Chung nhà đầu tư,,
6,6,6,Ông Đặng Thành Tám,Chủ tịch Hội đồng Quân trị,,
7,7,7,Bà Nguyễn Thị Thu Hương,Tổng Giám đốc,,
8,8,8,Ông Phan Anh Dũng,Phó Tổng Giám đốc,,
