row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Đặt cọc mua khu đô thị Phúc Ninh,Ngắn hạn > Đặt cọc mua khu đô thị Phúc Ninh,Đặt cọc mua khu đô thị Phúc Ninh,444.102.553.400,315.683.005.739,444102553400.0,315683005739.0
Công ty Cổ phần Dịch vụ Kinh Bắc,Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,11.948.989.816,10.108.298.365,11948989816.0,10108298365.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",42.383.417.710,38.523.326.038,42383417710.0,38523326038.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,498.434.960.926,364.314.630.142,498434960926.0,364314630142.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Công ty Cổ phần Cơ điện tử và Tin học Cholimex (i),Dải hạn > Công ty Cổ phần Cơ điện tử và Tin học Cholimex (i),Công ty Cổ phần Cơ điện tử và Tin học Cholimex (i),55.500.000.000,55.500.000.000,55500000000.0,55500000000.0
Đặt cọc khác (ii),Dải hạn > Đặt cọc khác (ii),Đặt cọc khác (ii),65.065.727.944,105.681.960.855,65065727944.0,105681960855.0
"Các khoản phải trả, phải nộp dài hạn khác","Dải hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",14.592.329.063,6.450.580.036,14592329063.0,6450580036.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,135.158.057.007,167.632.540.891,135158057007.0,167632540891.0
