row_label_raw,row_label_full,col_0,Loại tiền tệ,Lãi suất năm,31/12/2020 VND,1/1/2020 VND,numeric__Loại tiền tệ,numeric__Lãi suất năm,numeric__31/12/2020 VND,numeric__1/1/2020 VND
Các khoản vay ngân hàng không được đảm bảo,Các khoản vay ngân hàng không được đảm bảo,Các khoản vay ngân hàng không được đảm bảo,VND,"2,3% - 5,8%",593.210.000.000,368.530.000.000,,,593210000000.0,368530000000.0
Khoản vay không đảm bảo từ Công ty TNHH Tâm nhìn,Khoản vay không đảm bảo từ Công ty TNHH Tâm nhìn,Khoản vay không đảm bảo từ Công ty TNHH Tâm nhìn,VND,"6,5%",400.000.000.000,-,,0.065,400000000000.0,
"Masan, một bên liên quan","Masan, một bên liên quan","Masan, một bên liên quan",,,993.210.000.000,368.530.000.000,,,993210000000.0,368530000000.0
