row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,numeric__Khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.520.597.697,644.671.544,5.165.269.241,4520597697.0,644671544.0,5165269241.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,845.611.800,687.007.598,1.532.619.398,845611800.0,687007598.0,1532619398.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.219.301.862),(474.524.778),(2.693.826.640),-2219301862.0,-474524778.0,-2693826640.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.146.907.635,857.154.364,4.004.061.999,3146907635.0,857154364.0,4004061999.0
