row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số Thuyết minh,Mã số Thuyết minh_1,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số Thuyết minh,numeric__Mã số Thuyết minh_1,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,16.351.930.606.769,10.101.178.219.793,,1.0,24.0,16351930606769.0,10101178219793.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,24,455.512.896.510,218.382.350.196,,2.0,24.0,455512896510.0,218382350196.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,15.896.417.710.259,9.882.795.869.597,,10.0,,15896417710259.0,9882795869597.0
4.,4.,4.,Giá vốn hàng bán,11,25,10.222.834.877.865,7.131.737.350.049,,11.0,25.0,10222834877865.0,7131737350049.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,5.673.582.832.394,2.751.058.519.548,,20.0,,5673582832394.0,2751058519548.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,302.384.820.754,169.464.256.157,,21.0,27.0,302384820754.0,169464256157.0
7.,7.,7.,Chi phí tài chính,22,28,59.983.723.863,44.471.557.928,,22.0,28.0,59983723863.0,44471557928.0
,,,- Trong đó: Chi phí lãi vay,23,,9.856.617.902,17.981.195.647,,23.0,,9856617902.0,17981195647.0
8.,8.,8.,Chi phí bán hàng,25,29,692.778.151.313,413.180.663.886,,25.0,29.0,692778151313.0,413180663886.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,640.326.629.197,514.086.634.282,,26.0,29.0,640326629197.0,514086634282.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,4.582.879.148.775,1.948.783.919.609,,30.0,,4582879148775.0,1948783919609.0
11.,11.,11.,Thu nhập khác,31,30,15.225.626.021,4.371.195.381,,31.0,30.0,15225626021.0,4371195381.0
12.,12.,12.,Chi phí khác,32,30,12.045.867.453,2.600.635.560,,32.0,30.0,12045867453.0,2600635560.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,30,3.179.758.568,1.770.559.821,,40.0,30.0,3179758568.0,1770559821.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,4.586.058.907.343,1.950.554.479.430,,50.0,,4586058907343.0,1950554479430.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,268.134.110.480,136.301.076.248,,51.0,31.0,268134110480.0,136301076248.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,4.489.011.972,(7.579.523.798),,52.0,,4489011972.0,-7579523798.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,4.313.435.784.891,1.821.832.926.980,,60.0,,4313435784891.0,1821832926980.0
