row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.532.920.232.258,3.557.074.041.533,,300.0,,3532920232258.0,3557074041533.0
I.,I.,I.,Nợ ngắn hạn,310,,2.846.992.796.105,3.152.336.868.219,,310.0,,2846992796105.0,3152336868219.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,13,1.011.432.401.071,773.882.972.523,,311.0,13.0,1011432401071.0,773882972523.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,14,106.447.754.789,285.544.035.325,,312.0,14.0,106447754789.0,285544035325.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,69.883.522.293,94.128.886.543,,313.0,15.0,69883522293.0,94128886543.0
4.,4.,4.,Phải trả người lao động,314,,130.992.995.141,179.102.501.797,,314.0,,130992995141.0,179102501797.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,238.602.416.720,552.937.882.159,,315.0,16.0,238602416720.0,552937882159.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,304.089.021.369,386.214.561.958,,319.0,17.0,304089021369.0,386214561958.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,,-,685.901.453.586,,320.0,,,685901453586.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,18,679.260.884.288,-,,321.0,18.0,679260884288.0,
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,19,306.283.800.434,194.624.574.328,,322.0,19.0,306283800434.0,194624574328.0
II.,II.,II.,Nợ dài hạn,330,,685.927.436.153,404.737.173.314,,330.0,,685927436153.0,404737173314.0
1.,1.,1.,Quỹ phát triển khoa học và công nghệ,343,20,685.927.436.153,404.737.173.314,,343.0,20.0,685927436153.0,404737173314.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.565.716.139.112,7.442.838.602.124,,400.0,,10565716139112.0,7442838602124.0
I.,I.,I.,Vốn chủ sở hữu,410,21,10.565.716.139.112,7.442.838.602.124,,410.0,21.0,10565716139112.0,7442838602124.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,2.255.123.436.823,961.092.701.356,,418.0,,2255123436823.0,961092701356.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,3.016.592.702.289,1.187.745.900.768,,421.0,,3016592702289.0,1187745900768.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,235.381.110.768,108.687.381.882,,,,235381110768.0,108687381882.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.781.211.591.521,1.079.058.518.886,,,,2781211591521.0,1079058518886.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,14.098.636.371.370,10.999.912.643.657,,440.0,,14098636371370.0,10999912643657.0
Đàm Thị Thúy An Người lập biểu,Đàm Thị Thúy An Người lập biểu,Đàm Thị Thúy An Người lập biểu,Đàm Thị Thúy An Người lập biểu,Đinh Như Cường Kế toán trường,Đinh Như Cường Kế toán trường,Lê Ngọc Minh Trí Phó Tổng Giám đốcNgày 20 tháng 02 năm 2023,Lê Ngọc Minh Trí Phó Tổng Giám đốcNgày 20 tháng 02 năm 2023,,,,,
