row_label_raw,row_label_full,Đối tượng,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Đơn vị tính: VND > Số đầu năm > Giá gốc,Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi
Công ty TNHH MTV Ván dán Vinafor Bắc Giang,Công ty TNHH MTV Ván dán Vinafor Bắc Giang,Công ty TNHH MTV Ván dán Vinafor Bắc Giang,79.320.347.598,31.266.320.504,84.875.543.287,36.821.516.193,79320347598.0,31266320504.0,84875543287.0,36821516193.0
Công ty TNHH Chế biến gỗ và đảm gỗ Dung Quát,Công ty TNHH Chế biến gỗ và đảm gỗ Dung Quát,Công ty TNHH Chế biến gỗ và đảm gỗ Dung Quát,14.865.858.290,7.882.686.083,18.989.313.084,12.764.457.213,14865858290.0,7882686083.0,18989313084.0,12764457213.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,30.865.744.342,13.721.449.968,22.291.684.529,8.898.280.074,30865744342.0,13721449968.0,22291684529.0,8898280074.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,125.051.950.230,52.870.456.555,126.156.540.900,58.484.253.480,125051950230.0,52870456555.0,126156540900.0,58484253480.0
