row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công cụ dụng cụ chờ phân bổ,Ngắn hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,347.548.174,308.352.593,347548174.0,308352593.0
Chi phí mua bảo hiểm,Ngắn hạn > Chi phí mua bảo hiểm,Chi phí mua bảo hiểm,83.440.477,243.691.830,83440477.0,243691830.0
Các khoản khác,Ngắn hạn > Các khoản khác,Các khoản khác,436.819.712,213.587.845,436819712.0,213587845.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,867.808.363,765.632.268,867808363.0,765632268.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí sửa chữa tài sản cố định,Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,10.491.877.468,8.478.697.158,10491877468.0,8478697158.0
Công cụ dụng cụ chờ phân bổ,Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,1.097.257.801,1.877.321.158,1097257801.0,1877321158.0
Các khoản khác,Dài hạn > Các khoản khác,Các khoản khác,320.299.139,490.970.779,320299139.0,490970779.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,11.909.434.408,10.846.989.095,11909434408.0,10846989095.0
