row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,186.807.331.788,207.780.392.370,,,186807331788.0,207780392370.0
310,310,310,I. Nợ ngắn hạn,,153.950.416.799,174.252.040.655,,,153950416799.0,174252040655.0
311,311,311,1. Phải trả người bán ngắn hạn,17.1,28.032.194.185,32.777.381.164,,171.0,28032194185.0,32777381164.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17.2,21.387.201.485,24.400.640.646,,172.0,21387201485.0,24400640646.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,3.933.907.636,7.037.815.423,,18.0,3933907636.0,7037815423.0
314,314,314,4. Phải trả người lao động,,27.790.406.983,38.377.039.772,,,27790406983.0,38377039772.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,6.214.661.546,5.066.110.964,,19.0,6214661546.0,5066110964.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,7.383.401.318,6.310.426.475,,21.0,7383401318.0,6310426475.0
319,319,319,7. Phải trả ngắn hạn khác,20,39.129.541.748,30.550.454.959,,20.0,39129541748.0,30550454959.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",22,20.079.101.898,29.732.171.252,,22.0,20079101898.0,29732171252.0
330,330,330,II. Nợ dài hạn,,32.856.914.989,33.528.351.715,,,32856914989.0,33528351715.0
337,337,337,1. Phải trả dài hạn khác,20,15.113.068.447,15.544.868.269,,20.0,15113068447.0,15544868269.0
343,343,343,2. Quỹ phát triển khoa học và công nghệ,,17.743.846.542,17.983.483.446,,,17743846542.0,17983483446.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.936.454.147.316,4.013.413.176.360,,,3936454147316.0,4013413176360.0
410,410,410,I. Vốn chủ sở hữu,23,3.935.741.743.923,4.012.700.772.967,,23.0,3935741743923.0,4012700772967.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,190.096.892.655,190.096.892.655,,,190096892655.0,190096892655.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,245.644.851.268,322.603.880.312,,,245644851268.0,322603880312.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,237.430.172,322.201.670,,,237430172.0,322201670.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,245.407.421.096,322.281.678.642,,,245407421096.0,322281678642.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,712.403.393,712.403.393,,,712403393.0,712403393.0
432,432,432,1. Nguồn kinh phí đã hình thành tài sản cố định,,712.403.393,712.403.393,,,712403393.0,712403393.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.123.261.479.104,4.221.193.568.730,,,4123261479104.0,4221193568730.0
