row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Tổng số,Cổ phiếu thường,Cổ phiếu ưu đãi,Tổng số,Cổ phiếu thường,Cổ phiếu ưu đãi,,,,,,
Uỷ ban quản lý vốn nhà nước (*),Uỷ ban quản lý vốn nhà nước (*),Uỷ ban quản lý vốn nhà nước (*),1.785.000.000.000,1.785.000.000.000,-,1.785.000.000.000,1.785.000.000.000,-,1785000000000.0,1785000000000.0,,1785000000000.0,1785000000000.0,
Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,Công ty Cổ phần Tập đoàn T&T,1.400.000.000.000,1.400.000.000.000,-,1.400.000.000.000,1.400.000.000.000,-,1400000000000.0,1400000000000.0,,1400000000000.0,1400000000000.0,
Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,315.000.000.000,315.000.000.000,-,315.000.000.000,315.000.000.000,-,315000000000.0,315000000000.0,,315000000000.0,315000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.500.000.000.000,3.500.000.000.000,-,3.500.000.000.000,3.500.000.000.000,-,3500000000000.0,3500000000000.0,,3500000000000.0,3500000000000.0,
