row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tỷ lệ lợi ích (%),Tỷ lệ lợi ích (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),,,
"49,01%","Tỷ lệ lợi ích (%) > 49,01%","49,01%","49,01%","49,01%","49,01%",0.4901,0.4901,0.4901
"49,00%","Tỷ lệ lợi ích (%) > 49,00%","49,00%","49,00%","49,00%","49,00%",0.49,0.49,0.49
"48,10%","Tỷ lệ lợi ích (%) > 48,10%","48,10%","48,10%","48,10%","48,10%",0.48100000000000004,0.48100000000000004,0.48100000000000004
"45,78%","Tỷ lệ lợi ích (%) > 45,78%","45,78%","45,78%","45,78%","45,78%",0.4578,0.4578,0.4578
"40,00%","Tỷ lệ lợi ích (%) > 40,00%","40,00%","40,00%","40,00%","40,00%",0.4,0.4,0.4
"40,00%","Tỷ lệ lợi ích (%) > 40,00%","40,00%","40,00%","40,00%","40,00%",0.4,0.4,0.4
"40,00%","Tỷ lệ lợi ích (%) > 40,00%","40,00%","40,00%","39,97%","39,97%",0.4,0.3997,0.3997
"35,00%","Tỷ lệ lợi ích (%) > 35,00%","35,00%","35,00%","35,00%","35,00%",0.35,0.35,0.35
"35,00%","Tỷ lệ lợi ích (%) > 35,00%","35,00%","35,00%","35,00%","35,00%",0.35,0.35,0.35
"31,07%","Tỷ lệ lợi ích (%) > 31,07%","31,07%","31,07%","31,07%","31,07%",0.3107,0.3107,0.3107
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"30,00%","Tỷ lệ lợi ích (%) > 30,00%","30,00%","30,00%","30,00%","30,00%",0.3,0.3,0.3
"29,69%","Tỷ lệ lợi ích (%) > 29,69%","29,69%","29,69%","29,69%","29,69%",0.2969,0.2969,0.2969
"22,00%","Tỷ lệ lợi ích (%) > 22,00%","22,00%","22,00%","22,00%","22,00%",0.22,0.22,0.22
"20,00%","Tỷ lệ lợi ích (%) > 20,00%","20,00%","20,00%","20,00%","20,00%",0.2,0.2,0.2
"45,00%","Tỷ lệ lợi ích (%) > 45,00%","45,00%","45,00%","45,00%","45,00%",0.45,0.45,0.45
