row_label_raw,row_label_full,Số đầu năm > Số tiền vay phátsinh trong năm,Vay ngắn hạnngân hàng > 601.817.186.973 > 4.418.054.416.832,Vay ngắn hậncác tổ chứckhác > 39.004.041.769 > -,Vay dài hạn đếnhan trả > 62.747.773.887 > -,Nợ thuê tài chính đến hạntrả > 3.580.080.000 > -,Số cuối năm > 707.149.082.629 > 4.418.054.416.832,numeric__Vay ngắn hạnngân hàng > 601.817.186.973 > 4.418.054.416.832,numeric__Vay ngắn hậncác tổ chứckhác > 39.004.041.769 > -,numeric__Vay dài hạn đếnhan trả > 62.747.773.887 > -,numeric__Nợ thuê tài chính đến hạntrả > 3.580.080.000 > -,numeric__Số cuối năm > 707.149.082.629 > 4.418.054.416.832
Kết chuyển từvay và nợ đàihạn,Kết chuyển từvay và nợ đàihạn,Kết chuyển từvay và nợ đàihạn,-,-,57.303.355.004,20.758.283.640,78.061.638.644,,,57303355004.0,20758283640.0,78061638644.0
Số tiền vay đãtrả trong năm,Số tiền vay đãtrả trong năm,Số tiền vay đãtrả trong năm,(3.707.396.819.354),(39.004.041.769),(64.769.044.887),(3.580.080.000),(3.814.749.986.010),-3707396819354.0,-39004041769.0,-64769044887.0,-3580080000.0,-3814749986010.0
Số cuối năm,Số cuối năm,Số cuối năm,1.312.474.784.451,-,55.282.084.004,20.758.283.640,1.388.515.152.095,1312474784451.0,,55282084004.0,20758283640.0,1388515152095.0
