row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
"Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh",2.992.172.155.269,-,2.553.578.903.170,-,2992172155269.0,,2553578903170.0,
- Bên liên quan (*),- Bên liên quan (*),- Bên liên quan (*),191.535.459.944,-,177.435.459.944,-,191535459944.0,,177435459944.0,
- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),2.800.636.695.325,-,2.376.143.443.226,-,2800636695325.0,,2376143443226.0,
"Phải thu lãi từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lãi từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lãi từ hợp tác đầu tư, cho vay, ủy thác đầu tư",58.117.925.824,-,46.332.507.086,-,58117925824.0,,46332507086.0,
- Bên liên quan (*),- Bên liên quan (*),- Bên liên quan (*),2.573.315.483,-,5.653.576.909,-,2573315483.0,,5653576909.0,
- Các tổ chức và cá nhân khác,- Các tổ chức và cá nhân khác,- Các tổ chức và cá nhân khác,55.544.610.341,-,40.678.930.177,-,55544610341.0,,40678930177.0,
Các khoản thu khác với bên liên quan (*),Các khoản thu khác với bên liên quan (*),Các khoản thu khác với bên liên quan (*),243.880.844,-,5.251.988.160,-,243880844.0,,5251988160.0,
Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,38.163.205.101,-,11.164.975.367,-,38163205101.0,,11164975367.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",1.253.606.266,-,176.138.288.735,-,1253606266.0,,176138288735.0,
Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,42.829.417.361,(689.833.740),40.705.472.430,(689.833.740),42829417361.0,-689833740.0,40705472430.0,-689833740.0
Thuế GTGT của tài sản thuê tài chính - Công ty TNHH MTV Cho thuê Tài chính,Thuế GTGT của tài sản thuê tài chính - Công ty TNHH MTV Cho thuê Tài chính,Thuế GTGT của tài sản thuê tài chính - Công ty TNHH MTV Cho thuê Tài chính,6.368.458.176,-,-,-,6368458176.0,,,
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,,,,,,,,
Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),Ngân hàng TMCP Công thương Việt Nam > Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),Phải thu khoản ứng tiền làm thủ tục xây dựng nhà máy sẵn Bình Định (i),3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Các khoản phải thu ngắn hạn khác,Ngân hàng TMCP Công thương Việt Nam > Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,9.303.491.299,(5.275.639.958),139.524.710.138,(5.348.631.565),9303491299.0,-5275639958.0,139524710138.0,-5348631565.0
Cộng,Ngân hàng TMCP Công thương Việt Nam > Cộng,Cộng,3.151.952.140.140,(9.465.473.698),2.976.196.845.086,(9.538.465.305),3151952140140.0,-9465473698.0,2976196845086.0,-9538465305.0
