row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Vốn khác của chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Lợi ích của Cổ đông không kiểm soát,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Vốn khác của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Lợi ích của Cổ đông không kiểm soát,numeric__Cộng
Số dư tại 01/01/2022,Số dư tại 01/01/2022,Số dư tại 01/01/2022,2.627.302.470.000,75.260.693.198,80.481.887.391,646.388.781,493.708.529.535,1.363.877.079.013,4.641.277.047.918,2627302470000.0,75260693198.0,80481887391.0,646388781.0,493708529535.0,1363877079013.0,4641277047918.0
Phát hành cổ phần đề trả cổ tức,Phát hành cổ phần đề trả cổ tức,Phát hành cổ phần đề trả cổ tức,262.723.930.000,-,-,-,(262.723.930.000),-,-,262723930000.0,,,,-262723930000.0,,
Phát hành cổ phiếu thu bằng tiền,Phát hành cổ phiếu thu bằng tiền,Phát hành cổ phiếu thu bằng tiền,509.303.940.000,(365.532.556),-,-,-,-,508.938.407.444,509303940000.0,-365532556.0,,,,,508938407444.0
Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con,Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con,Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con,-,-,-,-,15.653.151.486,635.247.434.314,650.900.585.800,,,,,15653151486.0,635247434314.0,650900585800.0
- Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền,- Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền,- Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền,-,-,-,-,76.544.189.621,278.660.960.379,355.205.150.000,,,,,76544189621.0,278660960379.0,355205150000.0
- Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền,- Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền,- Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền,-,-,-,-,(140.952.240),289.763.162.240,289.622.210.000,,,,,-140952240.0,289763162240.0,289622210000.0
-Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền,-Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền,-Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền,-,-,-,-,795.266.822,(795.266.822),-,,,,,795266822.0,-795266822.0,
- Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa,- Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa,- Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa,-,-,-,-,(55.780.786.264),(130.132.065.336),(185.912.851.600),,,,,-55780786264.0,-130132065336.0,-185912851600.0
- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại TSS,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại TSS,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại TSS,-,-,-,-,336.401.093,(1.736.401.093),(1.400.000.000),,,,,336401093.0,-1736401093.0,-1400000000.0
- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,(4.414.459.260),72.414.459.260,68.000.000.000,,,,,-4414459260.0,72414459260.0,68000000000.0
- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây,- Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ tại Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây,-,-,-,-,98.878.040,162.987.199.360,163.086.077.400,,,,,98878040.0,162987199360.0,163086077400.0
- Ảnh hưởng của thay đổi tỷ lệ lợi ích do ủy thác mua thêm cổ phần WHt,- Ảnh hưởng của thay đổi tỷ lệ lợi ích do ủy thác mua thêm cổ phần WHt,- Ảnh hưởng của thay đổi tỷ lệ lợi ích do ủy thác mua thêm cổ phần WHt,-,-,-,-,,,-,,,,,,,
