row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,1.934.612.402.068,1.133.146.634.995,,300.0,,1934612402068.0,1133146634995.0
I.,I.,I.,Nợ ngắn hạn,310,,1.667.519.168.741,953.671.059.756,,310.0,,1667519168741.0,953671059756.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17,88.644.880.168,55.439.479.767,,311.0,,88644880168.0,55439479767.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18,6.774.197.491,6.584.644.491,,312.0,,6774197491.0,6584644491.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19b,32.096.573.324,25.460.505.305,,313.0,,32096573324.0,25460505305.0
4.,4.,4.,Phải trả người lao động,314,,30.472.437.942,32.983.732.044,,314.0,,30472437942.0,32983732044.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,28.154.616.385,36.867.876.134,,315.0,,28154616385.0,36867876134.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,105.965.942,113.332.568,,318.0,,105965942.0,113332568.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,78.664.818.031,75.709.055.345,,319.0,,78664818031.0,75709055345.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,1.388.515.152.095,707.149.082.629,,320.0,,1388515152095.0,707149082629.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,14.090.527.363,13.363.351.473,,322.0,,14090527363.0,13363351473.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,267.093.233.327,179.475.575.239,,330.0,,267093233327.0,179475575239.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,-,,331.0,,,
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,10.405.310.430,10.623.430.430,,337.0,,10405310430.0,10623430430.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,220.819.293.280,160.974.606.995,,338.0,,220819293280.0,160974606995.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,V.24b,35.868.629.617,7.877.537.814,,341.0,,35868629617.0,7877537814.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
