row_label_raw,row_label_full,col_0,Số đầu năm,Số phải thu phát sinh trong năm,Số thực thu/bù trừ phát sinh trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải thu phát sinh trong năm,numeric__Số thực thu/bù trừ phát sinh trong năm,numeric__Số cuối năm
Thuế GTGT hàng bán nội địa và nhập khẩu,Thuế GTGT hàng bán nội địa và nhập khẩu,Thuế GTGT hàng bán nội địa và nhập khẩu,390.342.213,248.642.067,(384.174.149),254.810.131,390342213.0,248642067.0,-384174149.0,254810131.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",25.142.793,1.338.791.566,(1.315.186.131),48.748.228,25142793.0,1338791566.0,-1315186131.0,48748228.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,89.204.940,-,(89.204.940),-,89204940.0,,-89204940.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,90.617.225,300.000,(8.042.106),82.875.119,90617225.0,300000.0,-8042106.0,82875119.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",18.475.273,-,-,18.475.273,18475273.0,,,18475273.0
Cộng,Cộng,Cộng,613.782.444,1.587.733.633,(1.796.607.326),404.908.751,613782444.0,1587733633.0,-1796607326.0,404908751.0
