row_label_raw,row_label_full,col_0,Giá gốc,Giá gốc_1,numeric__Giá gốc,numeric__Giá gốc_1
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),1.323.929.000.000,409.906.032.420,1323929000000.0,409906032420.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,-,14.000.000.000,,14000000000.0
Cộng,Cộng,Cộng,1.323.929.000.000,423.906.032.420,1323929000000.0,423906032420.0
