row_label_raw,row_label_full,Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Cộng > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Cộng > Số cuối năm
Tiền gốc phải trả,Tiền gốc phải trả,Tiền gốc phải trả,20.758.283.640,98.855.900.600,119.614.184.240,20758283640.0,98855900600.0,119614184240.0
Lãi thuê phải trả,Lãi thuê phải trả,Lãi thuê phải trả,10.967.457.576,24.356.977.467,35.324.435.043,10967457576.0,24356977467.0,35324435043.0
Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,31.725.741.216,123.212.878.067,154.938.619.283,31725741216.0,123212878067.0,154938619283.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,
Tiền gốc phải trả,Số đầu năm > Tiền gốc phải trả,Tiền gốc phải trả,3.580.080.000,14.319.920.000,17.900.000.000,3580080000.0,14319920000.0,17900000000.0
Lãi thuê phải trả,Số đầu năm > Lãi thuê phải trả,Lãi thuê phải trả,1.854.909.979,2.755.182.888,4.610.092.867,1854909979.0,2755182888.0,4610092867.0
Nợ thuê tài chính phải trả,Số đầu năm > Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,5.434.989.979,17.075.102.888,22.510.092.867,5434989979.0,17075102888.0,22510092867.0
