row_label_raw,row_label_full,Họ và tên,Chức vụ,Thời gian đảm nhiệm,numeric__Chức vụ,numeric__Thời gian đảm nhiệm
Ông Nguyễn Văn Sang,Ông Nguyễn Văn Sang,Ông Nguyễn Văn Sang,Chủ tịch Hội đồng quản trị,Từ ngày 08 tháng 11 năm 2021,,
Ông Nguyễn Văn Bàn,Ông Nguyễn Văn Bàn,Ông Nguyễn Văn Bàn,Tổng Giám đốc,Từ ngày 24 tháng 11 năm 2023,,
Ông Nguyễn Ngọc Bích,Ông Nguyễn Ngọc Bích,Ông Nguyễn Ngọc Bích,Tổng Giám đốc,Từ ngày 07 tháng 4 năm 2023 đến ngày 24 tháng 11 năm 2023,,
Bà Nguyễn Thị Hoài,Bà Nguyễn Thị Hoài,Bà Nguyễn Thị Hoài,Tổng Giám đốc,Đến ngày 07 tháng 4 năm 2023,,
