row_label_raw,row_label_full,Số đầu năm,Năm nay > 6.204.085.258,Năm trước > 2.701.151.451,numeric__Năm nay > 6.204.085.258,numeric__Năm trước > 2.701.151.451
Ghi nhận vào kết quả kinh doanh,Ghi nhận vào kết quả kinh doanh,Ghi nhận vào kết quả kinh doanh,(1.059.075.165),3.502.933.807,-1059075165.0,3502933807.0
Số cuối năm,Số cuối năm,Số cuối năm,5.145.010.093,6.204.085.258,5145010093.0,6204085258.0
