row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
01. Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,"V.9, 11",(15.293),(7.266),,,-15293.0,-7266.0
"02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định",VI.6,28,37,,,28.0,37.0
"03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định",,-,-,,,,
04. Mua sắm bất động sản đầu tư,04. Mua sắm bất động sản đầu tư,04. Mua sắm bất động sản đầu tư,04. Mua sắm bất động sản đầu tư,,-,-,,,,
"05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư","05. Tiền thu từ bán, thanh lý bất động sản đầu tư",,-,-,,,,
"06. Tiền chi ra do bán, thanh lý bất động sản đầu tư","06. Tiền chi ra do bán, thanh lý bất động sản đầu tư","06. Tiền chi ra do bán, thanh lý bất động sản đầu tư","06. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,-,-,,,,
"07. Tiền chi đầu tư, góp vốn vào các đơn vị khác (chi đầu tư mua công ty con, góp vốn liên doanh, liên kết, và các khoản đầu tư dài hạn khác)","07. Tiền chi đầu tư, góp vốn vào các đơn vị khác (chi đầu tư mua công ty con, góp vốn liên doanh, liên kết, và các khoản đầu tư dài hạn khác)","07. Tiền chi đầu tư, góp vốn vào các đơn vị khác (chi đầu tư mua công ty con, góp vốn liên doanh, liên kết, và các khoản đầu tư dài hạn khác)","07. Tiền chi đầu tư, góp vốn vào các đơn vị khác (chi đầu tư mua công ty con, góp vốn liên doanh, liên kết, và các khoản đầu tư dài hạn khác)",,-,-,,,,
"08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác)","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác)","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác)","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác)",,-,-,,,,
"09. Tiền thu cổ tức, lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác) > 09. Tiền thu cổ tức, lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","09. Tiền thu cổ tức, lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",VI.7,1.408,1.408,,,1408.0,1408.0,
II. Lưu chuyển từ hoạt động đầu tư,"08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác) > II. Lưu chuyển từ hoạt động đầu tư",II. Lưu chuyển từ hoạt động đầu tư,II. Lưu chuyển từ hoạt động đầu tư,,(13.857),(5.821),,,-13857.0,-5821.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,,-,-,,,,
02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,,
03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,,,,,
05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,,-,-,,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,,
III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,,-,-,,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,641.451,2.152.341,,,641451.0,2152341.0
V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,V. Tiền và các khoản tương đương tiền tại thời điểm đầu năm,VII,5.429.190,3.276.849,,,5429190.0,3276849.0,
VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,-,-,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VII. Tiền và các khoản tương đương tiền tại thời điểm cuối năm,VII,6.070.641,5.429.190,,,6070641.0,5429190.0,
