row_label_raw,row_label_full,col_0,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 – 3 tháng,Từ 3 – 6 tháng,Từ 6 – 12 tháng,Từ 1 – 5 năm,Trên 5 năm,Cộng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 – 3 tháng,numeric__Từ 3 – 6 tháng,numeric__Từ 6 – 12 tháng,numeric__Từ 1 – 5 năm,numeric__Trên 5 năm,numeric__Cộng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt vàng bạc, đá quý","Tài sản > Tiền mặt vàng bạc, đá quý","Tiền mặt vàng bạc, đá quý",-,170.837,-,-,-,-,-,-,170.837,,170837.0,,,,,,,170837.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,560.297,-,-,-,-,-,560.297,,,560297.0,,,,,,560297.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,4.759.807,579.700,400.000,-,-,-,5.739.507,,,4759807.0,579700.0,400000.0,,,,5739507.0
Các công cụ tài chính phát sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phát sinh và các tài sản tài chính khác,Các công cụ tài chính phát sinh và các tài sản tài chính khác,-,-,6.585,-,-,-,-,-,6.585,,,6585.0,,,,,,6585.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),216.957,-,94.872,93.798,375.551,5.318.308,6.042.810,3.305.254,15.447.550,216957.0,,94872.0,93798.0,375551.0,5318308.0,6042810.0,3305254.0,15447550.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,-,-,-,752.229,-,752.229,,,,,,,752229.0,,752229.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,-,125.655,125.655,,,,,,,,125655.0,125655.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,-,-,-,-,-,-,1.153.894,1.153.894,,,,,,,,1153894.0,1153894.0
Các tài sản có khác (*),Tài sản > Các tài sản có khác (*),Các tài sản có khác (*),-,359.756,-,-,-,-,-,-,359.756,,359756.0,,,,,,,359756.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,216.957,530.593,5.421.561,673.498,775.551,5.318.308,6.795.039,4.584.803,24.316.310,216957.0,530593.0,5421561.0,673498.0,775551.0,5318308.0,6795039.0,4584803.0,24316310.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,717.229,934.240,-,-,870,1.640,1.653.979,,,717229.0,934240.0,,,870.0,1640.0,1653979.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,4.878.107,1.003.859,4.324.556,23.869,7.993.243,-,18.223.634,,,4878107.0,1003859.0,4324556.0,23869.0,7993243.0,,18223634.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,443.866,-,-,-,-,-,443.866,,,443866.0,,,,,,443866.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,6.039.202,1.938.099,4.324.556,23.869,7.994.113,1.640,20.321.479,,,6039202.0,1938099.0,4324556.0,23869.0,7994113.0,1640.0,20321479.0
Mức chênh nhạy cảm với lãi suất – nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất – nội bằng,Mức chênh nhạy cảm với lãi suất – nội bằng,216.957,530.593,(617.641),(1.264.601),(3.549.005),5.294.439,(1.199.074),4.583.163,3.994.831,216957.0,530593.0,-617641.0,-1264601.0,-3549005.0,5294439.0,-1199074.0,4583163.0,3994831.0
