row_label_raw,row_label_full,col_0,Số đầu năm > Phải nộp,Số đầu năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Số phát sinh trong năm > Phải nộp,Số cuối năm,numeric__Số đầu năm > Phải nộp,numeric__Số đầu năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Số phát sinh trong năm > Phải nộp,numeric__Số cuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,984,6.232,(6.145),1.071,,984.0,6232.0,-6145.0,1071.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,36.253,24.079,(36.253),24.079,,36253.0,24079.0,-36253.0,24079.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,200,6.268,(5.968),500,,200.0,6268.0,-5968.0,500.0,
Cộng,Cộng,Cộng,37.437,36.595,(48.382),25.650,,37437.0,36595.0,-48382.0,25650.0,
