row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Cộng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 12 tháng,Từ 1 - 5 năm,Trên 5 năm,Cộng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,174.411,-,-,-,-,174.411,,,174411.0,,,,,174411.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,784.793,-,-,-,-,784.793,,,784793.0,,,,,784793.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,4.469.986,500.000,,-,-,4.969.986,,,4469986.0,500000.0,,,,4969986.0
Công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,668,-,-,-,-,668,,,668.0,,,,,668.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),226.089,91.916,215.263,2.855.471,7.350.446,1.808.920,2.008.846,14.556.951,226089.0,91916.0,215263.0,2855471.0,7350446.0,1808920.0,2008846.0,14556951.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,-,395.147,655.710,-,1.050.857,,,,,395147.0,655710.0,,1050857.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,125.655,125.655,,,,,,,125655.0,125655.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,-,-,-,-,-,1.192.230,1.192.230,,,,,,,1192230.0,1192230.0
Các tài sản có khác (*),Tài sản > Các tài sản có khác (*),Các tài sản có khác (*),-,-,330.825,-,-,-,-,330.825,,,330825.0,,,,,330825.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,226.089,91.916,5.975.946,3.355.471,7.745.593,2.464.630,3.326.731,23.186.376,226089.0,91916.0,5975946.0,3355471.0,7745593.0,2464630.0,3326731.0,23186376.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,2.803.507,369.746,46.340,-,-,3.219.593,,,2803507.0,369746.0,46340.0,,,3219593.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,5.979.056,2.966.310,5.950.395,771.997,,15.667.758,,,5979056.0,2966310.0,5950395.0,771997.0,,15667758.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,364.278,-,-,-,-,364.278,,,364278.0,,,,,364278.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,9.146.841,3.336.056,5.996.735,771.997,-,19.251.629,,,9146841.0,3336056.0,5996735.0,771997.0,,19251629.0
Chênh lệch thanh khoản ròng,Nợ phải trả > Chênh lệch thanh khoản ròng,Chênh lệch thanh khoản ròng,226.089,-,(3.170.895),19.415,1.748.858,1.692.633,3.326.731,3.934.747,226089.0,,-3170895.0,19415.0,1748858.0,1692633.0,3326731.0,3934747.0
